name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Maruti Dzire,Maruti,Dzire,Jaipur,2020,Petrol,22523,1,Manual,Sedan,Jaipur-Pns,False,Alwar,Rajasthan,13898,27800,708399,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-jaipur-10744898708,2022-10-05
Volkswagen Vento,Volkswagen,Vento,Pune,2021,Petrol,29329,1,Manual,Sedan,Pune-Pns,False,Pune,Maharashtra,12188,93800,915499,https://www.cars24.com/buy-used-volkswagen-vento-2021-cars-pune-10698592761,2022-09-26
Maruti Alto 800,Maruti,Alto 800,Hyderabad,2015,Petrol,70844,2,Manual,Hatchback,Habsiguda,True,Hyderabad,Telangana,12542,5000,278799,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-hyderabad-1048373240,2021-06-28
Maruti Alto 800,Maruti,Alto 800,New Delhi,2017,Petrol,20572,1,Manual,Hatchback,Hi-Rohini Delhi,False,Delhi,Delhi,12542,-5300,305399,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-new-delhi-10097593765,2022-10-04
Honda Amaze,Honda,Amaze,Chennai,2019,Diesel,93712,1,Manual,Sedan,Chennai-Pns,False,Chennai,Tamil Nadu,12188,-30600,728099,https://www.cars24.com/buy-used-honda-amaze-2019-cars-chennai-11351779776,2022-11-01
Honda Amaze,Honda,Amaze,Pune,2019,Petrol,27054,2,Manual,Sedan,Pune-Pns,False,Amravati,Maharashtra,13898,42900,631999,https://www.cars24.com/buy-used-honda-amaze-2019-cars-pune-10698697798,2022-07-06
Maruti IGNIS,Maruti,Ignis,Kolkata,2022,Petrol,2416,1,Manual,Hatchback,Hi-Kolkata,False,Barasat,West Bengal,9688,-19300,693899,https://www.cars24.com/buy-used-maruti-ignis-2022-cars-kolkata-11995970772,2022-11-11
Renault Captur,Renault,Captur,Bangalore,2019,Petrol,26512,1,Manual,SUV,Hi-East 2 Bengaluru,False,Bengaluru,Karnataka,12188,76050,1093749,https://www.cars24.com/buy-used-renault-captur-2019-cars-bangalore-10235692742,2022-09-01
Maruti Celerio,Maruti,Celerio,Noida,2019,Petrol,33989,2,Manual,Hatchback,Hi-South Ex,False,Faridabad,Haryana,12542,20300,430299,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-noida-10054294793,2022-06-16
Maruti Swift,Maruti,Swift,New Delhi,2015,Petrol,39646,1,Manual,Hatchback,Hi-Multan Nagar,False,Delhi,Delhi,9688,5000,419099,https://www.cars24.com/buy-used-maruti-swift-2015-cars-new-delhi-10076297704,2022-10-24
Maruti Alto K10,Maruti,Alto K10,Chennai,2016,Petrol,39158,1,Automatic,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,9688,15200,389699,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-chennai-11331372795,2022-10-14
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Mumbai,2018,Petrol + Cng,35275,1,Manual,Hatchback,Hi-West Mumbai,False,Thane,Maharashtra,9688,0,504799,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-mumbai-10304070791,2022-11-11
Hyundai Creta,Hyundai,Creta,Chennai,2017,Diesel,25229,2,Manual,SUV,Hi-Chennai,False,Chennai,Tamil Nadu,19407,-36600,1128399,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-chennai-11303072792,2022-10-22
Maruti Baleno,Maruti,Baleno,Gurgaon,2020,Petrol,10914,1,,,Hi-Gurgaon New,False,Gurgaon,Haryana,13898,-83000,642599,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-gurgaon-10158572771,2022-11-05
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2020,Petrol,10657,2,Manual,Hatchback,Hi-Yamuna Bank Delhi,False,New Delhi,Delhi,13898,27700,533599,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-new-delhi-10067692701,2022-09-09
Maruti S PRESSO,Maruti,S Presso,New Delhi,2021,Petrol,9486,1,Manual,Hatchback,New Delhi-Pns,False,Gurgaon,Haryana,12542,24200,449399,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-new-delhi-10064472794,2022-10-22
Honda Jazz,Honda,Jazz,New Delhi,2015,Petrol,66871,2,Manual,Hatchback,New Delhi-Pns,False,Gurgaon,Haryana,12188,-18000,460899,https://www.cars24.com/buy-used-honda-jazz-2015-cars-new-delhi-10079299767,2022-10-21
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Mumbai,2020,Petrol,8142,1,Manual,Hatchback,Mumbai-Pns,False,Mumbai West,Maharashtra,9688,22600,724099,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-mumbai-10380377793,2022-10-16
KIA SONET,Kia,Sonet,Bangalore,2020,Petrol,15248,1,,,Bengaluru-Pns,False,Bengaluru,Karnataka,12542,137800,1304299,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10262197764,2022-09-28
Ford Ecosport,Ford,Ecosport,Kochi,2017,Petrol,14416,2,Automatic,SUV,Hi-Kochi South,False,Ernakulam,Kerala,13898,16400,947999,https://www.cars24.com/buy-used-ford-ecosport-2017-cars-kochi-13028299767,2022-10-19
Hyundai Grand i10,Hyundai,Grand I10,Nashik,2016,Petrol,33859,1,Manual,Hatchback,Hi-Andheri East,False,Mumbai East,Maharashtra,9688,21400,496999,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-nashik-10306893723,2022-08-30
Maruti Ciaz,Maruti,Ciaz,Mumbai,2018,Petrol,80889,2,Manual,Sedan,Hi-Worli,False,Mumbai,Maharashtra,13898,21400,819999,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10312191767,2022-10-13
Hyundai VENUE,Hyundai,Venue,Ahmedabad,2021,Petrol,9844,1,Manual,SUV,Hi-West-Amd,False,Ahmedabad,Gujarat,9688,21100,909499,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-ahmedabad-11475074792,2022-10-30
Honda Brio,Honda,Brio,Chennai,2014,Petrol,74402,2,Manual,Hatchback,Hi-Chennai South,False,Chennai,Tamil Nadu,13898,-1350,377349,https://www.cars24.com/buy-used-honda-brio-2014-cars-chennai-11392490702,2022-09-23
Hyundai Creta,Hyundai,Creta,Mumbai,2016,Petrol,40121,2,Manual,SUV,Hi-West Mumbai,False,Mumbai,Maharashtra,19407,43900,842399,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-10317175793,2022-10-22
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2014,Petrol + Cng,59043,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,12542,20800,416399,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-pune-10624879793,2022-10-23
KIA SELTOS,Kia,Seltos,Panchkula,2019,Petrol,30882,1,Manual,SUV,Hi-Sector 5 Panchkula,False,Panchkula,Haryana,13898,44500,1446399,https://www.cars24.com/buy-used-kia-seltos-2019-cars-panchkula-23368198760,2022-10-04
Mahindra XUV500,Mahindra,Xuv500,Rewari,2019,Diesel,91773,1,Manual,SUV,Hi-Rewari,False,Rewari,Haryana,19407,67000,1229199,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-rewari-29646179796,2022-11-02
Maruti Ciaz,Maruti,Ciaz,Mumbai,2016,Petrol,60705,1,Automatic,Sedan,Hi-Andheri East,False,Mumbai,Maharashtra,12188,22200,636499,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-mumbai-10332792707,2022-09-30
Maruti S Cross,Maruti,S Cross,Pune,2018,Diesel,72636,1,Manual,SUV,Hi-Pune,False,Pune,Maharashtra,13898,125300,919399,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-pune-10695195745,2022-09-22
Maruti Alto K10,Maruti,Alto K10,Noida,2014,Petrol,50064,1,Manual,Hatchback,Hi-Ghaziabad,False,Ghaziabad,Uttar Pradesh,12542,-4400,260499,https://www.cars24.com/buy-used-maruti-alto-k10-2014-cars-noida-11224491743,2022-10-17
Maruti Ciaz,Maruti,Ciaz,Lucknow,2021,Petrol,33628,1,Manual,Sedan,Lucknow-Pns,False,Lucknow,Uttar Pradesh,12188,5100,916999,https://www.cars24.com/buy-used-maruti-ciaz-2021-cars-lucknow-13299697768,2022-11-03
Hyundai NEW SANTRO,Hyundai,New Santro,Pune,2019,Petrol + Cng,41659,1,,,Pune-Pns,False,Pune,Maharashtra,13898,19600,575699,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-pune-10657774799,2022-10-18
Maruti New  Wagon-R,Maruti,New  Wagon-R,Mumbai,2020,Petrol + Cng,18067,1,Manual,Hatchback,Hi-Andheri East,False,Mumbai West,Maharashtra,12188,0,609899,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-mumbai-10322297768,2022-11-07
KIA SELTOS,Kia,Seltos,Ahmedabad,2021,Petrol,19533,1,Manual,SUV,Hi-West-Amd,False,Ahmedabad,Gujarat,9688,38800,1337599,https://www.cars24.com/buy-used-kia-seltos-2021-cars-ahmedabad-11451375712,2022-11-14
Maruti Alto,Maruti,Alto,Mumbai,2021,Petrol + Cng,28124,1,Manual,Hatchback,Hi-Panvel,False,Kalyan,Maharashtra,9688,37450,508549,https://www.cars24.com/buy-used-maruti-alto-2021-cars-mumbai-10335897749,2022-09-01
Honda City,Honda,City,Chennai,2018,Petrol,43903,2,Manual,Sedan,Chennai-Pns,False,Chennai,Tamil Nadu,13898,29300,806999,https://www.cars24.com/buy-used-honda-city-2018-cars-chennai-11369394768,2022-09-19
Maruti Eeco,Maruti,Eeco,Surat,2020,Petrol,16760,1,Manual,SUV,Surat-Pns,False,Surat,Gujarat,9688,5000,513399,https://www.cars24.com/buy-used-maruti-eeco-2020-cars-surat-13558476779,2022-11-19
Maruti New  Wagon-R,Maruti,New  Wagon-R,Jaipur,2019,Petrol,17660,1,Manual,Hatchback,Jaipur-Pns,False,Alwar,Rajasthan,12188,-400,539999,https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-jaipur-10721476716,2022-11-04
MG HECTOR,Mg,Hector,Faridabad,2019,Petrol,45037,1,Automatic,SUV,Faridabad Sec 7,False,Faridabad,Haryana,13898,222300,1500299,https://www.cars24.com/buy-used-mg-hector-2019-cars-faridabad-11021092763,2022-09-25
Maruti Celerio,Maruti,Celerio,Pune,2020,Petrol + Cng,42348,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,12542,-6800,584499,https://www.cars24.com/buy-used-maruti-celerio-2020-cars-pune-10625673790,2022-10-15
Hyundai Grand i10,Hyundai,Grand I10,Pune,2016,Petrol,53358,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,13898,22500,495199,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-pune-10398573798,2022-10-20
Maruti Celerio,Maruti,Celerio,Jaipur,2018,Petrol,64535,2,Manual,Hatchback,Jaipur-Pns,False,Shahpura,Rajasthan,12542,-14200,483899,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-jaipur-10798671791,2022-10-19
Hyundai Elite i20,Hyundai,Elite I20,Chandigarh,2019,Petrol,26451,1,Manual,Hatchback,Chandigarh-Pns,False,Kalka,Haryana,13898,30200,633999,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-chandigarh-11662590703,2022-09-25
Maruti Baleno,Maruti,Baleno,Noida,2019,Petrol,11251,2,Manual,Hatchback,Hi-East Delhi,False,Delhi,Delhi,9688,41100,630399,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-noida-10042698769,2022-10-06
Maruti Baleno,Maruti,Baleno,Chandigarh,2017,Petrol,65663,1,Manual,Hatchback,Hi-Sector 40 D,False,Chandigarh,Chandigarh,9688,13900,568299,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-chandigarh-11645697746,2022-09-17
Maruti Alto 800,Maruti,Alto 800,Bangalore,2015,Petrol,69910,2,Manual,Hatchback,Hi-East 2 Bengaluru,False,Bangalore K R Puram,Karnataka,12542,-1900,298699,https://www.cars24.com/buy-used-maruti-alto-800-2015-cars-bangalore-10211078771,2022-11-08
Hyundai Grand i10,Hyundai,Grand I10,Nashik,2019,Petrol,18128,1,Manual,Hatchback,Mumbai-Pns,False,Mumbai,Maharashtra,9688,9300,614199,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-nashik-10308190762,2022-10-13
Hyundai AURA,Hyundai,Aura,Bangalore,2020,Petrol,23540,1,,,Bengaluru-Pns,False,Bengaluru,Karnataka,19407,0,810799,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-bangalore-10269677719,2022-11-12
Hyundai Grand i10,Hyundai,Grand I10,Chennai,2018,Petrol,44047,1,Automatic,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,9688,0,572599,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-chennai-11358496764,2022-10-05
Maruti Swift,Maruti,Swift,Noida,2018,Petrol,33878,1,Manual,Hatchback,Hi-Noida Outer,False,Delhi,Delhi,13898,-6100,534999,https://www.cars24.com/buy-used-maruti-swift-2018-cars-noida-10570371794,2022-10-25
Maruti Baleno,Maruti,Baleno,Sonipat,2016,Petrol,50441,2,,,Hi-Sonipat,False,Sonipat,Haryana,13898,-9800,541299,https://www.cars24.com/buy-used-maruti-baleno-2016-cars-sonipat-11556974774,2022-11-17
Honda Brio,Honda,Brio,Bangalore,2014,Petrol,49255,2,Manual,Hatchback,Hi-East 2 Bengaluru,False,Bengaluru,Karnataka,13898,12200,411199,https://www.cars24.com/buy-used-honda-brio-2014-cars-bangalore-10274893761,2022-10-01
Hyundai Grand i10,Hyundai,Grand I10,Gurgaon,2014,Petrol,47940,1,Manual,Hatchback,Hi-Gurgaon New,False,Delhi West,Delhi,13898,-21400,429699,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-gurgaon-10158779790,2022-11-11
Renault Kwid,Renault,Kwid,Pune,2021,Petrol,5592,2,Automatic,Hatchback,Hi-Pune,False,Pune,Maharashtra,12188,0,549299,https://www.cars24.com/buy-used-renault-kwid-2021-cars-pune-10632678719,2022-11-17
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Jaipur,2016,Petrol,23998,1,Manual,Hatchback,Hi-Tonk Road,False,Jaipur,Rajasthan,12542,-17000,438199,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-jaipur-10773976774,2022-11-17
Maruti S PRESSO,Maruti,S Presso,Hyderabad,2022,Petrol,14145,1,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,12542,25500,587399,https://www.cars24.com/buy-used-maruti-s-presso-2022-cars-hyderabad-10423197765,2022-09-28
Hyundai Verna,Hyundai,Verna,Hyderabad,2018,Diesel,58776,1,Automatic,Sedan,Hi-West 2 Hyd,False,Hyderabad,Telangana,19407,10200,1095299,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-hyderabad-10410976775,2022-11-08
Hyundai Eon,Hyundai,Eon,Chennai,2016,Petrol,21109,3,Manual,Hatchback,Hi-Chennai South,False,Chennai,Tamil Nadu,9688,33500,298599,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-chennai-11365394744,2022-08-27
Maruti Celerio,Maruti,Celerio,Pune,2016,Petrol,50780,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,9688,-23600,434399,https://www.cars24.com/buy-used-maruti-celerio-2016-cars-pune-10642070793,2022-11-19
Tata ALTROZ,Tata,Altroz,Ahmedabad,2022,Diesel,473,1,,,Hi-West-Amd,False,Ahmedabad,Gujarat,9688,15500,1030799,https://www.cars24.com/buy-used-tata-altroz-2022-cars-ahmedabad-11410174777,2022-11-05
Skoda KUSHAQ,Skoda,Kushaq,Ahmedabad,2021,Petrol,14758,1,,,Hi-Vastral Ring Road,False,Ahmedabad East,Gujarat,9688,124100,1517799,https://www.cars24.com/buy-used-skoda-kushaq-2021-cars-ahmedabad-11483096770,2022-06-13
Hyundai Creta,Hyundai,Creta,Chennai,2017,Diesel,75705,1,Manual,SUV,Chennai-Pns,False,Chennai,Tamil Nadu,19407,-29800,1118699,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-chennai-11390572796,2022-10-22
Hyundai Creta,Hyundai,Creta,Ghaziabad,2018,Diesel,49538,1,Manual,SUV,Hi-Ghaziabad,False,Ghaziabad,Uttar Pradesh,19407,7300,1385499,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-ghaziabad-10574373775,2022-11-19
Maruti Alto K10,Maruti,Alto K10,Rohtak,2018,Petrol,37134,1,Manual,Hatchback,Hi-Sector 52 Gurgaon,False,Gurgaon,Haryana,12542,-5000,357999,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-rohtak-10144791702,2022-10-22
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2017,Petrol,58102,1,Manual,Hatchback,New Delhi-Pns,False,Gurgaon,Haryana,13898,-1300,467599,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-new-delhi-10018594741,2022-11-18
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Hyderabad,2017,Petrol,81492,2,Manual,Hatchback,Hi-East Hyd,False,Hyderabad,Telangana,12542,24100,398396,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-hyderabad-10404992709,2022-09-25
Tata Hexa,Tata,Hexa,Chennai,2019,Diesel,34664,1,Manual,SUV,Hi-Chennai West,True,Chennai,Tamil Nadu,19407,223000,1606599,https://www.cars24.com/buy-used-tata-hexa-2019-cars-chennai-1133731848,2021-05-12
Hyundai Grand i10,Hyundai,Grand I10,Hyderabad,2019,Petrol,65057,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,55100,550799,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-hyderabad-10494299716,2022-06-26
Maruti Swift,Maruti,Swift,Noida,2013,Petrol,56871,2,Manual,Hatchback,Hi-Noida Outer,False,Delhi,Delhi,13898,-17100,388499,https://www.cars24.com/buy-used-maruti-swift-2013-cars-noida-10528970791,2022-11-02
KIA SONET,Kia,Sonet,New Delhi,2020,Petrol,11734,1,,,New Delhi-Pns,False,New Delhi,Delhi,9688,86200,1303099,https://www.cars24.com/buy-used-kia-sonet-2020-cars-new-delhi-10015671798,2022-10-11
Maruti Alto K10,Maruti,Alto K10,Bangalore,2018,Petrol,53412,1,Automatic,Hatchback,Bengaluru-Pns,False,Dharwad,Karnataka,9688,15700,423899,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-bangalore-10232970797,2022-10-23
Honda City,Honda,City,Gurgaon,2017,Petrol,70136,1,Manual,Sedan,Hi-Gurgaon New,False,Delhi,Delhi,9688,-1700,811999,https://www.cars24.com/buy-used-honda-city-2017-cars-gurgaon-10155879798,2022-11-07
Maruti Alto,Maruti,Alto,Chennai,2019,Petrol,23063,1,Manual,Hatchback,Hi-Chennai Central,False,Chennai,Tamil Nadu,12542,49400,370399,https://www.cars24.com/buy-used-maruti-alto-2019-cars-chennai-11315794707,2022-10-03
Maruti S PRESSO,Maruti,S Presso,Lucknow,2020,Petrol,11267,2,Manual,Hatchback,Lucknow-Pns,False,Lucknow,Uttar Pradesh,12542,18800,486499,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-lucknow-13204399756,2022-07-13
Renault Kwid,Renault,Kwid,Mumbai,2021,Petrol,36904,1,Manual,Hatchback,Mumbai-Pns,False,Sangli,Maharashtra,9688,-12800,483399,https://www.cars24.com/buy-used-renault-kwid-2021-cars-mumbai-10372777777,2022-11-20
Maruti Ciaz,Maruti,Ciaz,Ahmedabad,2018,Petrol,62581,1,,,Ahmedabad-Pns,False,Vadodara,Gujarat,9688,6000,725699,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-ahmedabad-11424879791,2022-10-24
Maruti Celerio,Maruti,Celerio,Jaipur,2018,Petrol,56096,1,Manual,Hatchback,Hi-Old City Jaipur,False,Hanumangarh,Rajasthan,9688,-16700,484899,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-jaipur-10767573799,2022-10-19
Hyundai NEW SANTRO,Hyundai,New Santro,Chennai,2018,Petrol,8440,1,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,13898,-3100,552799,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-chennai-11377678770,2022-10-31
Hyundai Creta,Hyundai,Creta,Bangalore,2017,Diesel,80617,1,Automatic,SUV,Hi-South 2 Bengaluru,False,Bengaluru,Karnataka,19407,31900,1169999,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-bangalore-10297891756,2022-07-18
Maruti Alto K10,Maruti,Alto K10,New Delhi,2017,Petrol,48441,1,Manual,Hatchback,Hi-South West Delhi,False,Delhi,Delhi,9688,12300,360699,https://www.cars24.com/buy-used-maruti-alto-k10-2017-cars-new-delhi-10080391736,2022-09-10
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Kolkata,2014,Petrol,31575,1,Manual,Hatchback,Hi-Kolkata,False,Kolkata,West Bengal,9688,5000,342899,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-kolkata-11974993764,2022-10-20
Volkswagen Vento,Volkswagen,Vento,Bangalore,2016,Petrol,64101,2,Automatic,Sedan,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,-5900,879399,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-bangalore-10208977776,2022-10-29
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Hyderabad,2014,Petrol,59365,2,Manual,Hatchback,Hi-East 2 Hyd,False,Hyderabad,Telangana,12542,8400,359599,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-hyderabad-10464199758,2022-07-16
Honda Amaze,Honda,Amaze,Mumbai,2013,Petrol,72998,1,Manual,Sedan,Hi-Mumbai,False,Mumbai West,Maharashtra,13898,5000,413399,https://www.cars24.com/buy-used-honda-amaze-2013-cars-mumbai-10389894747,2022-10-04
Tata NEXON,Tata,Nexon,Gurgaon,2022,Petrol,15103,1,,,Hi-Gurgaon New,False,Gurgaon,Haryana,9688,63300,1148299,https://www.cars24.com/buy-used-tata-nexon-2022-cars-gurgaon-10186676779,2022-11-11
Honda Brio,Honda,Brio,Hyderabad,2013,Petrol,56387,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,13898,21500,383299,https://www.cars24.com/buy-used-honda-brio-2013-cars-hyderabad-10499371710,2022-11-09
Ford Ecosport,Ford,Ecosport,Kolkata,2015,Diesel,52613,2,Manual,SUV,Hi-Kolkata,False,Kolkata,West Bengal,13898,27800,524699,https://www.cars24.com/buy-used-ford-ecosport-2015-cars-kolkata-11956694703,2022-09-26
Hyundai NEW SANTRO,Hyundai,New Santro,Chennai,2021,Petrol,8832,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,11100,553999,https://www.cars24.com/buy-used-hyundai-new-santro-2021-cars-chennai-11342596743,2022-09-11
Hyundai Grand i10,Hyundai,Grand I10,Mohali,2016,Petrol,46696,1,Manual,Hatchback,Hi-Mohali Store,False,Ambala,Haryana,9688,5000,433299,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-mohali-10978593702,2022-09-26
Maruti Alto 800,Maruti,Alto 800,Gurgaon,2014,Petrol,82404,1,Manual,Hatchback,Hero Honda Chowk,False,Ghaziabad,Uttar Pradesh,9688,-12500,236199,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-gurgaon-10177096769,2022-11-17
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2013,Petrol + Cng,54632,1,Manual,Hatchback,Pune-Pns,False,Panvel,Maharashtra,9688,-3100,407599,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-pune-10629677710,2022-11-06
Tata Safari,Tata,Safari,Mumbai,2021,Diesel,12120,1,Manual,SUV,Hi-Thane West - Manpada,False,Kalyan,Maharashtra,9688,90500,2166199,https://www.cars24.com/buy-used-tata-safari-2021-cars-mumbai-10372071715,2022-11-18
Maruti Alto,Maruti,Alto,Ludhiana,2019,Petrol,36574,1,Manual,Hatchback,Ludhiana-Pns,False,Amritsar,Punjab,12542,37800,335999,https://www.cars24.com/buy-used-maruti-alto-2019-cars-ludhiana-1292746767,2022-05-23
KIA SELTOS,Kia,Seltos,Zirakpur,2020,Petrol,30693,1,Manual,SUV,Hi-Zirakpur - Garg Auto Zone,False,Chandigarh,Chandigarh,9688,6300,1402499,https://www.cars24.com/buy-used-kia-seltos-2020-cars-zirakpur-14847878799,2022-10-18
Hyundai Creta,Hyundai,Creta,Mumbai,2017,Petrol,47978,1,Manual,SUV,Mumbai-Pns,False,Mumbai,Maharashtra,19407,-8600,875099,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-10392671772,2022-11-17
Maruti Baleno,Maruti,Baleno,Rajkot,2020,Petrol,71031,1,Manual,Hatchback,Nanavati Chowk,False,Rajkot,Gujarat,9688,5000,719799,https://www.cars24.com/buy-used-maruti-baleno-2020-cars-rajkot-15020593745,2022-09-23
Maruti Alto,Maruti,Alto,Pune,2019,Petrol,31386,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,12542,64600,369499,https://www.cars24.com/buy-used-maruti-alto-2019-cars-pune-10626096763,2022-10-10
Maruti Baleno,Maruti,Baleno,Jaipur,2018,Petrol,39039,1,Manual,Hatchback,Hi-Chitrakoot,False,Jodhpur,Rajasthan,13898,5000,678899,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-jaipur-10712492702,2022-10-03
Maruti Swift,Maruti,Swift,Bangalore,2021,Petrol,9570,1,Manual,Hatchback,Hi-South 2 Bengaluru,False,Bangalore South,Karnataka,9688,14200,825299,https://www.cars24.com/buy-used-maruti-swift-2021-cars-bangalore-10212796766,2022-09-29
Datsun Redi Go,Datsun,Redi Go,Hyderabad,2021,Petrol,17827,1,Automatic,Hatchback,Hi-East 2 Hyd,False,Hyderabad,Telangana,9688,0,533399,https://www.cars24.com/buy-used-datsun-redi-go-2021-cars-hyderabad-10417796740,2022-08-27
Toyota YARIS,Toyota,Yaris,Hyderabad,2020,Petrol,38950,1,Automatic,Sedan,Hyderabad-Pns,False,Hyderabad,Telangana,12188,-31200,1135899,https://www.cars24.com/buy-used-toyota-yaris-2020-cars-hyderabad-10401791769,2022-10-07
Toyota YARIS,Toyota,Yaris,Hyderabad,2019,Petrol,61387,1,Manual,Sedan,Hi-East 2 Hyd,False,Hyderabad,Telangana,13898,68900,744899,https://www.cars24.com/buy-used-toyota-yaris-2019-cars-hyderabad-10412095798,2022-05-25
KIA SELTOS,Kia,Seltos,Mumbai,2020,Petrol,22197,1,Automatic,SUV,Hi-West Mumbai,False,Mumbai,Maharashtra,9688,100450,1910949,https://www.cars24.com/buy-used-kia-seltos-2020-cars-mumbai-10335479775,2022-10-30
Maruti IGNIS,Maruti,Ignis,Mumbai,2017,Petrol,25026,1,Automatic,Hatchback,Hi-Andheri East,False,Mumbai West,Maharashtra,9688,0,593199,https://www.cars24.com/buy-used-maruti-ignis-2017-cars-mumbai-10347196768,2022-09-25
Tata NEXON,Tata,Nexon,Bangalore,2019,Petrol,18192,2,Automatic,SUV,Hi-South 3 Bengaluru,False,Bangalore K R Puram,Karnataka,13898,-1400,981299,https://www.cars24.com/buy-used-tata-nexon-2019-cars-bangalore-10274692768,2022-09-30
Maruti IGNIS,Maruti,Ignis,Chennai,2019,Petrol,74705,1,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,13898,-44700,548699,https://www.cars24.com/buy-used-maruti-ignis-2019-cars-chennai-11325777797,2022-10-18
