name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Tata Harrier,Tata,Harrier,New Delhi,2021,Diesel,21529,1,Manual,SUV,Hi-Multan Nagar,False,Delhi,Delhi,19407,193550,1701649,https://www.cars24.com/buy-used-tata-harrier-2021-cars-new-delhi-10032997768,2022-10-03
Hyundai Grand i10,Hyundai,Grand I10,Ahmedabad,2017,Petrol,44042,1,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,0,518499,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-ahmedabad-11438778799,2022-11-18
Maruti Alto K10,Maruti,Alto K10,Chandigarh,2018,Petrol,26036,1,Manual,Hatchback,Chandigarh-Pns,False,Mohali,Punjab,12542,40000,373399,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-chandigarh-11695590754,2022-06-30
Maruti Swift,Maruti,Swift,Gurgaon,2014,Petrol,56991,1,Manual,Hatchback,Hi-Gurgaon New,False,Delhi,Delhi,13898,-25100,449399,https://www.cars24.com/buy-used-maruti-swift-2014-cars-gurgaon-10185474792,2022-10-31
Hyundai Grand i10,Hyundai,Grand I10,Chennai,2017,Petrol,50825,2,Automatic,Hatchback,Hi-Chennai North,False,Chennai,Tamil Nadu,13898,23200,566199,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-chennai-11348499761,2022-10-07
Maruti Alto,Maruti,Alto,New Delhi,2020,Petrol,13448,2,Manual,Hatchback,Hi-Raj Nagar Ghaziabad,False,Delhi,Delhi,12542,30000,343699,https://www.cars24.com/buy-used-maruti-alto-2020-cars-new-delhi-11219073719,2022-11-03
Hyundai NEW SANTRO,Hyundai,New Santro,Pune,2018,Petrol + Cng,39655,1,,,Hi-Pune,False,Mumbai,Maharashtra,13898,7350,566149,https://www.cars24.com/buy-used-hyundai-new-santro-2018-cars-pune-10678975716,2022-11-16
Mahindra Thar,Mahindra,Thar,Ahmedabad,2021,Petrol,14005,1,,,Ahmedabad-Pns,False,Vadodara,Gujarat,13898,100900,1574699,https://www.cars24.com/buy-used-mahindra-thar-2021-cars-ahmedabad-11447779771,2022-11-07
Hyundai Grand i10,Hyundai,Grand I10,Mumbai,2017,Petrol,41296,1,Manual,Hatchback,Mumbai-Pns,False,Mumbai,Maharashtra,13898,25000,435399,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-mumbai-10351492714,2022-06-23
Maruti Alto K10,Maruti,Alto K10,Pune,2018,Petrol,4676,1,Automatic,Hatchback,Hi-Pune,False,Pune,Maharashtra,12542,12700,473099,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-pune-10619071716,2022-11-18
Maruti Alto 800,Maruti,Alto 800,Kochi,2012,Petrol,31375,1,Manual,Hatchback,Hi-Kochi South,False,Ernakulam,Kerala,9688,5000,223899,https://www.cars24.com/buy-used-maruti-alto-800-2012-cars-kochi-13065078797,2022-10-29
Hyundai Grand i10,Hyundai,Grand I10,Pune,2019,Petrol,23345,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,6600,574899,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-pune-10602677775,2022-11-06
Tata NEXON,Tata,Nexon,Gurgaon,2022,Diesel,6162,1,,,Hi-Gurgaon New,False,Mahendragarh,Haryana,9688,0,1343299,https://www.cars24.com/buy-used-tata-nexon-2022-cars-gurgaon-10139974796,2022-10-16
Maruti Baleno,Maruti,Baleno,Chennai,2017,Petrol,59548,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,28900,688799,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-chennai-11357196700,2022-09-13
Maruti Baleno,Maruti,Baleno,Mumbai,2018,Petrol,22889,1,,,Hi-Panvel,False,Navi Mumbai,Maharashtra,9688,0,687799,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-mumbai-10314577798,2022-11-08
Honda City,Honda,City,Noida,2020,Petrol,6924,1,Manual,Sedan,New Delhi-Pns,False,Ghaziabad,Uttar Pradesh,13898,104100,1200799,https://www.cars24.com/buy-used-honda-city-2020-cars-noida-10022997716,2022-06-20
Ford Ecosport,Ford,Ecosport,Bangalore,2018,Diesel,62393,1,Manual,SUV,Bengaluru-Pns,False,Dharwad,Karnataka,13898,21000,968899,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-bangalore-10253091768,2022-09-28
Maruti Swift,Maruti,Swift,Mumbai,2020,Petrol,76183,1,Automatic,Hatchback,Hi-West Mumbai,False,Mumbai,Maharashtra,13898,12100,752899,https://www.cars24.com/buy-used-maruti-swift-2020-cars-mumbai-10392777779,2022-11-16
MG HECTOR,Mg,Hector,New Delhi,2019,Petrol,33925,1,Automatic,SUV,New Delhi-Pns,False,Delhi,Delhi,13898,162400,1597599,https://www.cars24.com/buy-used-mg-hector-2019-cars-new-delhi-10079992722,2022-10-20
Maruti Ciaz,Maruti,Ciaz,Hyderabad,2017,Petrol,66914,1,Manual,Sedan,Hi-West 3 Hyd,False,Hyderabad,Telangana,9688,-24300,721599,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-hyderabad-10455874791,2022-11-04
Honda Jazz,Honda,Jazz,Pune,2021,Petrol,7096,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,-41400,1023499,https://www.cars24.com/buy-used-honda-jazz-2021-cars-pune-10628677773,2022-11-16
Toyota YARIS,Toyota,Yaris,Pune,2019,Petrol,18510,1,Automatic,Sedan,Hi-Pune,False,Pune,Maharashtra,13898,117200,878399,https://www.cars24.com/buy-used-toyota-yaris-2019-cars-pune-10682371773,2022-11-03
Renault Kiger,Renault,Kiger,Bangalore,2022,Petrol,5542,1,,,Hi-South 2 Bengaluru,False,Bengaluru,Karnataka,9688,-4400,985599,https://www.cars24.com/buy-used-renault-kiger-2022-cars-bangalore-10204078776,2022-11-02
Hyundai Grand i10,Hyundai,Grand I10,Pune,2017,Petrol,10440,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,0,594699,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-10697575716,2022-11-08
Maruti Alto 800,Maruti,Alto 800,Bangalore,2016,Petrol,98838,1,Manual,Hatchback,Hi-East 2 Bengaluru,False,Bengaluru,Karnataka,12542,5000,319799,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-bangalore-10277191722,2022-09-30
MG HECTOR,Mg,Hector,Ahmedabad,2020,Petrol,17637,1,Automatic,SUV,Ahmedabad-Pns,False,Vadodara,Gujarat,13898,41600,1542399,https://www.cars24.com/buy-used-mg-hector-2020-cars-ahmedabad-11499098758,2022-07-03
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2018,Petrol,26383,1,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,13898,18400,499299,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-new-delhi-10011277773,2022-11-08
Hyundai Grand i10,Hyundai,Grand I10,New Delhi,2018,Petrol,22972,2,Manual,Hatchback,Hi-South West Delhi,False,Delhi West,Delhi,13898,32100,473899,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-new-delhi-10021993766,2022-09-30
Tata NEXON,Tata,Nexon,Pune,2019,Diesel,64579,1,Automatic,SUV,Hi-Pune,False,Pune,Maharashtra,9688,-21400,947799,https://www.cars24.com/buy-used-tata-nexon-2019-cars-pune-10653178794,2022-11-20
Maruti Celerio,Maruti,Celerio,Mumbai,2018,Petrol,7001,1,Manual,Hatchback,Mumbai-Pns,False,Mumbai,Maharashtra,9688,6700,514299,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-mumbai-10342870775,2022-11-12
Hyundai NEW SANTRO,Hyundai,New Santro,New Delhi,2019,Petrol + Cng,39950,1,Manual,Hatchback,Hi-South Delhi,False,Delhi,Delhi,9688,-8500,547599,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-new-delhi-10047775777,2022-11-09
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Kolkata,2014,Petrol,31315,2,Manual,Hatchback,Hi-North Kolkata,False,Bardhaman,West Bengal,12542,24600,348999,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-kolkata-11978796748,2022-09-04
Hyundai Eon,Hyundai,Eon,New Delhi,2014,Petrol,34229,1,Manual,Hatchback,Hi-Uttam Nagar Delhi,False,New Delhi,Delhi,9688,-14300,304699,https://www.cars24.com/buy-used-hyundai-eon-2014-cars-new-delhi-10015496767,2022-11-19
Maruti Celerio,Maruti,Celerio,Coimbatore,2018,Petrol,17786,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,12542,7800,513399,https://www.cars24.com/buy-used-maruti-celerio-2018-cars-coimbatore-11343399721,2022-08-13
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,Vadodara,2021,Diesel,68053,1,Manual,SUV,Hi-Op-Road,False,Vadodara,Gujarat,9688,0,1098599,https://www.cars24.com/buy-used-mahindra-xuv-3oo-2021-cars-vadodara-13670775771,2022-11-12
Ford Ecosport,Ford,Ecosport,Kochi,2018,Petrol,16201,1,Automatic,SUV,Hi-Kochi North,False,Palakkad,Kerala,13898,77000,971199,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-kochi-13019578795,2022-10-08
Hyundai Grand i10,Hyundai,Grand I10,Gurgaon,2016,Petrol,19394,1,Manual,Hatchback,Shakti Nagar,False,Delhi,Delhi,13898,31400,469699,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-gurgaon-10078893780,2022-07-25
Hyundai NEW I20,Hyundai,New I20,Surat,2020,Petrol,27311,2,,,Hi-Adajan,False,Surat,Gujarat,12188,-59400,907899,https://www.cars24.com/buy-used-hyundai-new-i20-2020-cars-surat-13582775772,2022-11-16
Maruti Alto,Maruti,Alto,Surat,2020,Petrol,14193,1,Manual,Hatchback,Surat-Pns,False,Surat,Gujarat,9688,-8400,350299,https://www.cars24.com/buy-used-maruti-alto-2020-cars-surat-13503277795,2022-11-06
Maruti Baleno,Maruti,Baleno,Chennai,2019,Petrol,11262,2,,,Hi-Chennai,False,Chennai,Tamil Nadu,9688,-99300,821399,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-chennai-11380874772,2022-11-05
Toyota URBAN CRUISER,Toyota,Urban Cruiser,Bangalore,2021,Petrol,11352,1,,,Bengaluru-Pns,False,Davanagere,Karnataka,13898,23400,1080099,https://www.cars24.com/buy-used-toyota-urban-cruiser-2021-cars-bangalore-10271297765,2022-10-22
Maruti Alto,Maruti,Alto,Chandigarh,2020,Petrol,11624,1,Manual,Hatchback,Chandigarh-Pns,False,Jalandhar,Punjab,9688,16100,390099,https://www.cars24.com/buy-used-maruti-alto-2020-cars-chandigarh-11602798780,2022-08-04
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Chennai,2020,Petrol,65598,1,Automatic,Hatchback,Hi-Chennai North,False,Chennai,Tamil Nadu,13898,48100,682199,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2020-cars-chennai-11380199787,2022-07-23
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Chennai,2016,Petrol,30753,2,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,12542,-6900,432899,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-chennai-11355373777,2022-11-12
Maruti Alto,Maruti,Alto,Mumbai,2021,Petrol + Cng,16506,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Thane,Maharashtra,9688,40200,503399,https://www.cars24.com/buy-used-maruti-alto-2021-cars-mumbai-10081394704,2022-09-06
Hyundai NEW SANTRO,Hyundai,New Santro,Hyderabad,2020,Petrol,31747,1,Manual,Hatchback,Hi-Central Hyd,False,Hyderabad,Telangana,13898,23600,527799,https://www.cars24.com/buy-used-hyundai-new-santro-2020-cars-hyderabad-10424692789,2022-08-29
Hyundai NEW SANTRO,Hyundai,New Santro,Lucknow,2019,Petrol,12341,2,Manual,Hatchback,Hi-Vibhuti Khand,False,Lucknow,Uttar Pradesh,13898,55250,475899,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-lucknow-13238094798,2022-05-17
Maruti Ciaz,Maruti,Ciaz,Mumbai,2018,Petrol,26991,1,Automatic,Sedan,Hi-West Mumbai,False,Mumbai,Maharashtra,9688,26500,863399,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-mumbai-10389590765,2022-10-06
Hyundai Elite i20,Hyundai,Elite I20,Gurgaon,2017,Petrol,15972,2,Manual,Hatchback,Golf Course-Extension,False,Gurgaon,Haryana,9688,-9700,708699,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-gurgaon-10103792728,2022-08-22
Hyundai Eon,Hyundai,Eon,Hyderabad,2018,Petrol,86736,1,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,9688,-8000,363999,https://www.cars24.com/buy-used-hyundai-eon-2018-cars-hyderabad-10479473790,2022-10-08
Tata Harrier,Tata,Harrier,Ahmedabad,2021,Diesel,31459,1,Manual,SUV,Nanavati Chowk,False,Rajkot,Gujarat,9688,192600,1567799,https://www.cars24.com/buy-used-tata-harrier-2021-cars-ahmedabad-15077198740,2022-09-17
Maruti Alto K10,Maruti,Alto K10,Ghaziabad,2019,Petrol,17811,1,Manual,Hatchback,Hi-Ghaziabad,False,New Delhi,Delhi,12542,13500,396199,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-ghaziabad-11222593708,2022-10-18
Hyundai AURA,Hyundai,Aura,Pune,2020,Petrol,17358,1,,,Pune-Pns,False,Panvel,Maharashtra,9688,5000,828699,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-pune-10603379714,2022-11-21
Maruti S PRESSO,Maruti,S Presso,Chennai,2019,Petrol,19221,1,Manual,Hatchback,Hi-Chennai,False,Madurantakam,Tamil Nadu,13898,-15350,455449,https://www.cars24.com/buy-used-maruti-s-presso-2019-cars-chennai-11332272771,2022-11-09
Maruti Ciaz,Maruti,Ciaz,Pune,2017,Petrol,43152,1,Manual,Sedan,Pune-Pns,False,Pune,Maharashtra,13898,5000,744399,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-pune-10643470717,2022-11-15
KIA SONET,Kia,Sonet,Rohtak,2021,Diesel,14863,1,,,Mg Road Sector 14,False,Gurgaon,Haryana,12188,-121800,1516299,https://www.cars24.com/buy-used-kia-sonet-2021-cars-rohtak-10165992740,2022-09-01
Maruti S PRESSO,Maruti,S Presso,Bangalore,2021,Petrol + Cng,3507,1,Manual,Hatchback,Bengaluru-Pns,False,Haveri,Karnataka,12542,0,687699,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-bangalore-10247178779,2022-10-22
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Mumbai,2016,Petrol,21930,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Panvel,Maharashtra,9688,5000,414599,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-mumbai-10324671798,2022-11-08
Renault Duster,Renault,Duster,Mumbai,2022,Petrol,9871,1,Automatic,SUV,Hi-Andheri East,False,Mumbai West,Maharashtra,13898,88700,1479299,https://www.cars24.com/buy-used-renault-duster-2022-cars-mumbai-10312294700,2022-10-03
Tata ALTROZ,Tata,Altroz,Mumbai,2020,Petrol,32945,1,Manual,Hatchback,Hi-Worli,False,Mumbai,Maharashtra,9688,45600,758599,https://www.cars24.com/buy-used-tata-altroz-2020-cars-mumbai-10376699725,2022-09-29
Toyota Corolla Altis,Toyota,Corolla Altis,New Delhi,2017,Petrol,44929,2,Manual,Luxury Sedan,East-Of-Kailash,False,New Delhi,Delhi,9688,99600,1197899,https://www.cars24.com/buy-used-toyota-corolla-altis-2017-cars-new-delhi-10009595765,2022-10-11
Honda WR-V,Honda,Wr-V,Chennai,2017,Diesel,96631,1,Manual,SUV,Hi-Chennai,False,Chennai,Tamil Nadu,13898,-20800,785599,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-chennai-11356073799,2022-11-05
Hyundai Grand i10,Hyundai,Grand I10,Jaipur,2018,Petrol,70327,2,Manual,Hatchback,Hi-Chitrakoot,False,Jaipur,Rajasthan,9688,-4700,532399,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-jaipur-10797576775,2022-10-21
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2018,Petrol,19109,2,Manual,Hatchback,Hi-East 2 Hyd,False,Hyderabad,Telangana,9688,32300,382199,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-hyderabad-10432498748,2022-08-29
Volkswagen Vento,Volkswagen,Vento,Ahmedabad,2017,Petrol,85502,1,Automatic,Sedan,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,-2800,770299,https://www.cars24.com/buy-used-volkswagen-vento-2017-cars-ahmedabad-11429297760,2022-11-12
Maruti Vitara Brezza,Maruti,Vitara Brezza,New Delhi,2018,Diesel,45401,2,Manual,SUV,Hi-Uttam Nagar Delhi,False,New Delhi,Delhi,9688,-18000,767099,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-new-delhi-10010579710,2022-11-20
Honda Brio,Honda,Brio,Hyderabad,2014,Petrol,73873,1,Manual,Hatchback,Hi-South Hyd,False,Hyderabad,Telangana,13898,5300,377399,https://www.cars24.com/buy-used-honda-brio-2014-cars-hyderabad-10473998720,2022-09-24
Hyundai Grand i10,Hyundai,Grand I10,Chennai,2018,Petrol,37927,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,9688,24300,538599,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-chennai-11340598796,2022-05-22
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,New Delhi,2014,Petrol,25601,1,Manual,Hatchback,Hi-South Delhi,False,Delhi West,Delhi,12542,-12000,337199,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-new-delhi-10018396720,2022-10-08
Hyundai GRAND I10 NIOS,Hyundai,Grand I10 Nios,Jaipur,2021,Petrol,31904,1,Manual,Hatchback,Jaipur-Pns,False,Sriganganagar,Rajasthan,13898,9300,665999,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2021-cars-jaipur-10772099767,2022-09-28
Honda City,Honda,City,Mumbai,2020,Petrol,51336,1,Automatic,Sedan,Hi-Thane West - Manpada,False,Kalyan,Maharashtra,13898,0,1522599,https://www.cars24.com/buy-used-honda-city-2020-cars-mumbai-10330675774,2022-11-09
Mahindra KUV 100 NXT,Mahindra,Kuv 100 Nxt,Chennai,2019,Petrol,14885,1,Manual,SUV,Hi-Chennai,False,Tiruvarur,Tamil Nadu,12188,0,587299,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2019-cars-chennai-11390794761,2022-10-30
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Ahmedabad,2018,Petrol,15254,1,Manual,Hatchback,Hi-West-Amd,False,Bavla,Gujarat,12542,5000,465199,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-ahmedabad-11459670793,2022-11-17
Mahindra Kuv100,Mahindra,Kuv100,Indore,2016,Petrol,28442,1,Manual,SUV,Bhopal-Pns,False,Bhopal,Madhya Pradesh,9688,-28200,467699,https://www.cars24.com/buy-used-mahindra-kuv100-2016-cars-indore-14687176777,2022-11-06
Renault Duster,Renault,Duster,New Delhi,2021,Petrol,10821,1,Automatic,SUV,Hi-Multan Nagar,False,New Delhi,Delhi,13898,139800,1408399,https://www.cars24.com/buy-used-renault-duster-2021-cars-new-delhi-10052199709,2022-09-17
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Hooghly,2018,Petrol,27575,1,Manual,Hatchback,Hi-Hooghly,False,Serampore,West Bengal,12542,24900,432199,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-hooghly-21174391728,2022-09-03
Honda City,Honda,City,Hyderabad,2019,Petrol,83657,1,Manual,Sedan,Hi-West 2 Hyd,False,Hyderabad,Telangana,13898,44100,874399,https://www.cars24.com/buy-used-honda-city-2019-cars-hyderabad-10474098748,2022-10-22
Honda Amaze,Honda,Amaze,Chennai,2019,Petrol,38172,1,Manual,Sedan,Chennai-Pns,False,Chennai,Tamil Nadu,9688,18300,745099,https://www.cars24.com/buy-used-honda-amaze-2019-cars-chennai-11311098702,2022-09-20
Tata ALTROZ,Tata,Altroz,Mumbai,2020,Petrol,9234,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Thane,Maharashtra,9688,0,858899,https://www.cars24.com/buy-used-tata-altroz-2020-cars-mumbai-10373171710,2022-11-17
Maruti Celerio,Maruti,Celerio,New Delhi,2021,Petrol,11828,1,Manual,Hatchback,East-Of-Kailash,False,New Delhi,Delhi,12188,-11300,510199,https://www.cars24.com/buy-used-maruti-celerio-2021-cars-new-delhi-10045396762,2022-10-29
Hyundai i20,Hyundai,I20,Gurgaon,2013,Petrol,91380,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,9688,-6800,367699,https://www.cars24.com/buy-used-hyundai-i20-2013-cars-gurgaon-10132973770,2022-11-22
Volkswagen Vento,Volkswagen,Vento,Ahmedabad,2018,Diesel,53682,1,Automatic,Sedan,Hi-West-Amd,False,Ahmedabad,Gujarat,12188,-31400,949699,https://www.cars24.com/buy-used-volkswagen-vento-2018-cars-ahmedabad-11466598764,2022-11-14
Maruti Baleno,Maruti,Baleno,New Delhi,2018,Petrol,33088,2,Manual,Hatchback,New Delhi-Pns,False,Bawal,Haryana,13898,44800,546299,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-new-delhi-10063091707,2022-09-24
Hyundai Grand i10,Hyundai,Grand I10,Pune,2017,Petrol,66447,1,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,13898,-23700,512199,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-pune-10655974778,2022-10-30
Tata Harrier,Tata,Harrier,Gurgaon,2021,Diesel,10391,1,Manual,SUV,New Delhi-Pns,False,Sonipat,Haryana,9688,154550,1861749,https://www.cars24.com/buy-used-tata-harrier-2021-cars-gurgaon-10096996794,2022-05-23
Maruti Swift,Maruti,Swift,Chennai,2018,Petrol,24042,2,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,15700,598899,https://www.cars24.com/buy-used-maruti-swift-2018-cars-chennai-11339774774,2022-10-22
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2019,Petrol,31814,1,Automatic,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,5000,872699,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-chennai-11357773718,2022-11-17
Maruti Celerio,Maruti,Celerio,New Delhi,2015,Petrol,49821,2,Manual,Hatchback,Hi-Multan Nagar,False,Gurgaon,Haryana,9688,0,413599,https://www.cars24.com/buy-used-maruti-celerio-2015-cars-new-delhi-10184297707,2022-11-19
Hyundai Grand i10,Hyundai,Grand I10,Mohali,2019,Petrol,28460,1,Manual,Hatchback,Hi-Mohali Store,False,Ferozpur,Punjab,13898,-13200,521799,https://www.cars24.com/buy-used-hyundai-grand-i10-2019-cars-mohali-10999471771,2022-10-31
Maruti Alto 800,Maruti,Alto 800,Gurgaon,2017,Petrol,18229,1,Manual,Hatchback,Hi-Multan Nagar,False,Rewari,Haryana,12542,0,325499,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-gurgaon-10122891700,2022-10-09
Hyundai Grand i10,Hyundai,Grand I10,Vadodara,2017,Petrol,16475,2,Manual,Hatchback,Hi-Op-Road,False,Vadodara,Gujarat,9688,17900,502299,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-vadodara-13651490724,2022-08-25
Hyundai Grand i10,Hyundai,Grand I10,Indore,2016,Petrol,38309,1,Manual,Hatchback,Hi-Bhopal,False,Bhopal,Madhya Pradesh,9688,-26100,504699,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-indore-14682271799,2022-10-22
KIA SONET,Kia,Sonet,Ludhiana,2021,Petrol,11923,1,,,Ludhiana-Pns,False,Ludhiana,Punjab,12542,0,1063699,https://www.cars24.com/buy-used-kia-sonet-2021-cars-ludhiana-11627278775,2022-11-14
Ford Ecosport,Ford,Ecosport,Ahmedabad,2018,Petrol,39528,3,Automatic,SUV,Hi-Vastral Ring Road,False,Ahmedabad East,Gujarat,13898,5000,883499,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-ahmedabad-11477892769,2022-11-08
Hyundai Creta,Hyundai,Creta,Mumbai,2020,Petrol,12494,1,,,Mumbai-Pns,False,Mumbai,Maharashtra,12188,31700,1933799,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-mumbai-10366490756,2022-08-10
Maruti Alto 800,Maruti,Alto 800,Chennai,2017,Petrol,66284,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,9688,-11800,316699,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-chennai-11388777773,2022-11-04
MG HECTOR,Mg,Hector,Pune,2020,Petrol,25177,1,Automatic,SUV,Pune-Pns,False,Pune,Maharashtra,13898,34000,1618999,https://www.cars24.com/buy-used-mg-hector-2020-cars-pune-1062763362,2022-03-13
Honda Brio,Honda,Brio,Chennai,2015,Petrol,63372,2,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,-12200,402899,https://www.cars24.com/buy-used-honda-brio-2015-cars-chennai-11389771776,2022-11-02
Hyundai NEW SANTRO,Hyundai,New Santro,Chennai,2019,Petrol,1980,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,9688,0,570099,https://www.cars24.com/buy-used-hyundai-new-santro-2019-cars-chennai-11387078775,2022-10-20
Maruti Alto,Maruti,Alto,Ahmedabad,2021,Petrol,36694,1,Manual,Hatchback,Ahmedabad-Pns,False,Surendra Nagar,Gujarat,12542,20200,398499,https://www.cars24.com/buy-used-maruti-alto-2021-cars-ahmedabad-11442470791,2022-10-22
Maruti Alto,Maruti,Alto,Kolkata,2020,Petrol,26856,1,Manual,Hatchback,Hi-North Kolkata,False,Barasat,West Bengal,9688,16400,369199,https://www.cars24.com/buy-used-maruti-alto-2020-cars-kolkata-11900499783,2022-07-29
