name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
Ford Ecosport,Ford,Ecosport,Bangalore,2019,Diesel,39576,1,Manual,SUV,Hi-East 1 Bengaluru,False,Bengaluru,Karnataka,9688,47899,1034000,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-bangalore-10274390701,2022-10-22
Honda Amaze,Honda,Amaze,New Delhi,2015,Petrol,13100,1,Automatic,Sedan,Hi-Multan Nagar,False,New Delhi,Delhi,13898,-1000,464000,https://www.cars24.com/buy-used-honda-amaze-2015-cars-new-delhi-10007079776,2022-12-07
Tata Tiago,Tata,Tiago,New Delhi,2019,Petrol,7917,1,Manual,Hatchback,Hi-Yamuna Bank Delhi,False,Delhi,Delhi,13898,10000,507000,https://www.cars24.com/buy-used-tata-tiago-2019-cars-new-delhi-10016595705,2022-10-06
Honda Jazz,Honda,Jazz,Patna,2018,Petrol,25238,1,Manual,Hatchback,Hi-Central Patna,False,Patna,Bihar,9688,-500,438000,https://www.cars24.com/buy-used-honda-jazz-2018-cars-patna-14479270778,2022-12-06
Mahindra Bolero,Mahindra,Bolero,Lucknow,2021,Diesel,38143,1,Manual,SUV,Vibhuti Khand - Gomti Nagar,False,Kanpur,Uttar Pradesh,9688,89200,886000,https://www.cars24.com/buy-used-mahindra-bolero-2021-cars-lucknow-13266493733,2022-08-08
Maruti Swift Dzire,Maruti,Swift Dzire,Bangalore,2010,Petrol,70169,1,Manual,Sedan,Hi-North 1 Bengaluru,False,Bangalore Central,Karnataka,13898,-14200,347000,https://www.cars24.com/buy-used-maruti-swift-dzire-2010-cars-bangalore-10264790761,2022-10-15
Hyundai Verna,Hyundai,Verna,New Delhi,2017,Petrol,13163,1,Manual,Sedan,Hi-Multan Nagar,False,Delhi,Delhi,19407,5000,903000,https://www.cars24.com/buy-used-hyundai-verna-2017-cars-new-delhi-10025277754,2022-12-08
Maruti Swift Dzire,Maruti,Swift Dzire,Indore,2014,Petrol,31135,1,Manual,Sedan,Hi-Bhopal,False,Bhopal,Madhya Pradesh,9688,5300,485000,https://www.cars24.com/buy-used-maruti-swift-dzire-2014-cars-indore-14687173779,2022-10-23
Maruti New  Wagon-R,Maruti,New  Wagon-R,New Delhi,2020,Petrol + Cng,46192,1,Manual,Hatchback,New Delhi-Pns,False,Sonipat,Haryana,9688,5000,591000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-new-delhi-10085974751,2022-12-07
Hyundai Elite i20,Hyundai,Elite I20,Rajkot,2014,Petrol,72108,1,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,5000,533000,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-rajkot-11454192701,2022-10-11
Maruti Baleno,Maruti,Baleno,Pune,2017,Petrol,43638,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,13898,33400,530000,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-pune-10659192761,2022-10-05
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2018,Petrol + Cng,71530,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,0,493999,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-pune-10682070759,2022-12-08
Maruti Alto,Maruti,Alto,Gandhinagar,2019,Petrol + Cng,75079,1,Manual,Hatchback,Hi-Gandhinagar,False,Himatanagar,Gujarat,12542,-2800,424000,https://www.cars24.com/buy-used-maruti-alto-2019-cars-gandhinagar-14298376713,2022-12-08
Tata Tiago,Tata,Tiago,Pune,2019,Petrol,18624,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,5000,509000,https://www.cars24.com/buy-used-tata-tiago-2019-cars-pune-10610796765,2022-10-16
Hyundai Grand i10,Hyundai,Grand I10,Noida,2014,Petrol,29441,1,Manual,Hatchback,Hi-Noida,False,Noida,Uttar Pradesh,13898,22300,373899,https://www.cars24.com/buy-used-hyundai-grand-i10-2014-cars-noida-10513474714,2022-12-02
Hyundai i20,Hyundai,I20,New Delhi,2012,Petrol,86688,1,Manual,Hatchback,Laxmi Nagar,False,Delhi,Delhi,13898,5000,292000,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-new-delhi-10039796738,2022-12-05
Hyundai i10,Hyundai,I10,Faridabad,2012,Petrol,28556,1,Manual,Hatchback,Hi-Faridabad,False,Noida,Uttar Pradesh,9688,0,244000,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-faridabad-11023077772,2022-12-08
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Pune,2018,Petrol + Cng,69379,2,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,12542,0,509000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-pune-10695279753,2022-12-08
Hyundai Verna,Hyundai,Verna,New Delhi,2018,Petrol,40226,1,Manual,Sedan,Hi-Multan Nagar,False,Delhi,Delhi,19407,-16300,839000,https://www.cars24.com/buy-used-hyundai-verna-2018-cars-new-delhi-10068479714,2022-12-05
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Ghaziabad,2018,Petrol + Cng,69081,1,Manual,Hatchback,Hi-Ghaziabad,False,Delhi,Delhi,9688,0,478699,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-ghaziabad-11293277775,2022-12-08
Maruti Swift Dzire,Maruti,Swift Dzire,Vadodara,2012,Petrol,77037,2,Manual,Sedan,Hi-Op-Road,False,Vadodara,Gujarat,9688,5000,356000,https://www.cars24.com/buy-used-maruti-swift-dzire-2012-cars-vadodara-13620271711,2022-12-07
Hyundai Creta,Hyundai,Creta,Mumbai,2016,Diesel,81892,3,Manual,SUV,Hi-West Mumbai,False,Thane,Maharashtra,9688,67900,819000,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-10019891760,2022-10-11
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,New Delhi,2010,Petrol,67081,2,Manual,Hatchback,Hi-Uttam Nagar Delhi,False,Delhi,Delhi,12542,18000,183000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2010-cars-new-delhi-10006398738,2022-09-24
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Ghaziabad,2016,Petrol,45669,1,Manual,Hatchback,Hi-Raj Nagar Ghaziabad,False,Ghaziabad,Uttar Pradesh,9688,5000,351000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-ghaziabad-11296899766,2022-12-08
Maruti Ertiga,Maruti,Ertiga,Mumbai,2015,Petrol,75586,1,Manual,SUV,Hi-Thane West - Manpada,False,Thane,Maharashtra,9688,399,647000,https://www.cars24.com/buy-used-maruti-ertiga-2015-cars-mumbai-10382298769,2022-12-08
Toyota Etios Liva,Toyota,Etios Liva,Chennai,2015,Petrol,41363,2,Manual,Hatchback,Hi-Chennai,False,Chennai,Tamil Nadu,13898,-400,434000,https://www.cars24.com/buy-used-toyota-etios-liva-2015-cars-chennai-11353474753,2022-12-08
Nissan MAGNITE,Nissan,Magnite,New Delhi,2021,Petrol,13717,1,,,Rohini - Sector 11,False,Delhi,Delhi,9688,76100,763000,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-new-delhi-10095597758,2022-07-08
Maruti Dzire,Maruti,Dzire,Jaipur,2019,Petrol,53877,1,Manual,Sedan,Jaipur-Pns,False,Kota,Rajasthan,13898,53700,642000,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-jaipur-10715199700,2022-09-15
Hyundai Creta,Hyundai,Creta,Mumbai,2017,Diesel,39194,1,Automatic,SUV,Hi-Worli,False,Mumbai,Maharashtra,9688,0,1276000,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-10309973790,2022-12-09
Skoda Rapid,Skoda,Rapid,Chennai,2014,Diesel,84458,2,Manual,Sedan,Hi-Chennai,False,Chennai South,Tamil Nadu,19407,5000,484000,https://www.cars24.com/buy-used-skoda-rapid-2014-cars-chennai-11367174759,2022-12-08
Maruti Swift Dzire,Maruti,Swift Dzire,Nagpur,2013,Petrol,33166,1,Manual,Sedan,Hi-West Mumbai,False,Mumbai,Maharashtra,9688,24499,420000,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-nagpur-10364393742,2022-10-14
Hyundai Accent,Hyundai,Accent,Hyderabad,2009,Petrol,83947,2,Manual,Sedan,Hi-East Hyd,False,Hyderabad,Telangana,13898,35100,217000,https://www.cars24.com/buy-used-hyundai-accent-2009-cars-hyderabad-1043874127,2021-03-06
Mahindra Bolero,Mahindra,Bolero,Noida,2019,Diesel,29954,1,Manual,SUV,Sector 73,False,Noida,Uttar Pradesh,9688,-10200,824300,https://www.cars24.com/buy-used-mahindra-bolero-2019-cars-noida-10511274790,2022-11-08
Maruti Swift,Maruti,Swift,Nashik,2017,Diesel,53768,2,Manual,Hatchback,Pune-Pns,False,Pune,Maharashtra,13898,83200,546400,https://www.cars24.com/buy-used-maruti-swift-2017-cars-nashik-1066715962,2022-03-04
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Gurgaon,2014,Petrol,23371,1,Manual,Hatchback,Hi-North Central Delhi,False,Delhi,Delhi,12542,-11701,330000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-gurgaon-10053592700,2022-11-11
Mercedes Benz E Class,Mercedes Benz,E Class,Gurgaon,2013,Diesel,53524,1,Automatic,Luxury Sedan,Hi-Sector 52 Gurgaon,True,Gurgaon,Haryana,19407,132900,1068000,https://www.cars24.com/buy-used-mercedes-benz-e-class-2013-cars-gurgaon-1013183521,2021-02-10
Hyundai Elite i20,Hyundai,Elite I20,Jaipur,2016,Petrol,46864,3,Manual,Hatchback,Hi-Chitrakoot,False,Jaipur,Rajasthan,13898,5000,545000,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-jaipur-10748293749,2022-09-01
Hyundai NEW I20,Hyundai,New I20,Ludhiana,2020,Petrol,4619,1,Manual,Hatchback,Chandigarh-Pns,False,Chandigarh,Chandigarh,9688,64000,757000,https://www.cars24.com/buy-used-hyundai-new-i20-2020-cars-ludhiana-1166702167,2022-03-23
Maruti Celerio,Maruti,Celerio,Bangalore,2019,Petrol,13207,1,Manual,Hatchback,Hi-South 2 Bengaluru,False,Bengaluru,Karnataka,9688,-2600,523000,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-bangalore-10206272779,2022-11-07
Maruti Swift Dzire,Maruti,Swift Dzire,New Delhi,2015,Petrol,46303,1,Manual,Sedan,New Delhi-Pns,False,New Delhi,Delhi,13898,9000,418000,https://www.cars24.com/buy-used-maruti-swift-dzire-2015-cars-new-delhi-10071372770,2022-12-02
Hyundai Elite i20,Hyundai,Elite I20,Mumbai,2014,Petrol,71895,3,Manual,Hatchback,Hi-Worli,False,Mumbai,Maharashtra,9688,-2400,489000,https://www.cars24.com/buy-used-hyundai-elite-i20-2014-cars-mumbai-10348496741,2022-12-08
Hyundai Elite i20,Hyundai,Elite I20,Noida,2017,Petrol,84581,1,Manual,Hatchback,Hi-Noida Outer,False,Delhi,Delhi,13898,-1600,555000,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-noida-10557390762,2022-10-04
Maruti Swift,Maruti,Swift,New Delhi,2013,Petrol,51595,2,Manual,Hatchback,New Delhi-Pns,False,Faridabad,Haryana,13898,-5900,355000,https://www.cars24.com/buy-used-maruti-swift-2013-cars-new-delhi-10010479799,2022-10-31
Hyundai Elite i20,Hyundai,Elite I20,Chennai,2015,Petrol,86383,1,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,-300,549000,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-chennai-11343578753,2022-12-08
Hyundai Elite i20,Hyundai,Elite I20,Gurgaon,2019,Petrol,35503,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,13898,5000,716000,https://www.cars24.com/buy-used-hyundai-elite-i20-2019-cars-gurgaon-10118179710,2022-11-21
Hyundai Elite i20,Hyundai,Elite I20,Ahmedabad,2018,Petrol,37564,1,Manual,Hatchback,Hi-West-Amd,False,Amreli,Gujarat,9688,5000,634000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-ahmedabad-11412973755,2022-12-08
Hyundai Verna,Hyundai,Verna,Pune,2013,Petrol,85267,2,Manual,Sedan,Hi-Pune,False,Pune,Maharashtra,9688,12100,428000,https://www.cars24.com/buy-used-hyundai-verna-2013-cars-pune-10697890743,2022-09-26
Honda Amaze,Honda,Amaze,Patna,2015,Petrol,81394,1,Manual,Sedan,Shaguna More,False,Patna,Bihar,9688,5599,389000,https://www.cars24.com/buy-used-honda-amaze-2015-cars-patna-14498377795,2022-10-20
Volkswagen Polo,Volkswagen,Polo,Chennai,2016,Diesel,70226,1,Manual,Hatchback,Hi-Chennai North,False,Chennai,Tamil Nadu,9688,23400,618400,https://www.cars24.com/buy-used-volkswagen-polo-2016-cars-chennai-11323190705,2022-09-24
Maruti Ertiga,Maruti,Ertiga,Chennai,2013,Petrol,93736,2,Manual,SUV,Hi-Chennai East,False,Chennai,Tamil Nadu,13898,-1000,556000,https://www.cars24.com/buy-used-maruti-ertiga-2013-cars-chennai-11340792706,2022-10-20
Maruti Dzire,Maruti,Dzire,Hyderabad,2017,Diesel,69564,1,Automatic,Sedan,Hyderabad-Pns,False,Hyderabad,Telangana,13898,5000,730000,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-hyderabad-10450197706,2022-10-15
Ford Ecosport,Ford,Ecosport,Surat,2019,Diesel,77788,1,Manual,SUV,Hi-Althan,False,Bardoli,Gujarat,13898,19500,776000,https://www.cars24.com/buy-used-ford-ecosport-2019-cars-surat-1355282667,2022-03-31
Toyota Etios,Toyota,Etios,Bangalore,2016,Petrol,48638,1,Manual,Sedan,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,13898,12700,579000,https://www.cars24.com/buy-used-toyota-etios-2016-cars-bangalore-10265577777,2022-11-09
Honda Amaze,Honda,Amaze,New Delhi,2014,Petrol,68492,1,Manual,Sedan,Hi-North Delhi,False,Delhi,Delhi,13898,5000,365000,https://www.cars24.com/buy-used-honda-amaze-2014-cars-new-delhi-10002571771,2022-11-29
Hyundai NEW SANTRO,Hyundai,New Santro,New Delhi,2020,Petrol + Cng,27433,1,,,New Delhi-Pns,False,New Delhi,Delhi,12188,0,579599,https://www.cars24.com/buy-used-hyundai-new-santro-2020-cars-new-delhi-10061779784,2022-12-08
Maruti Ciaz,Maruti,Ciaz,Mumbai,2019,Petrol,30411,1,Manual,Sedan,Hi-Thane West - Manpada,False,Ulhasnagar,Maharashtra,13898,0,791000,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-mumbai-10329877752,2022-12-09
Hyundai i20,Hyundai,I20,Gurgaon,2014,Petrol,49366,1,Manual,Hatchback,Golf Course-Extension,False,Gurgaon,Haryana,9688,28300,365199,https://www.cars24.com/buy-used-hyundai-i20-2014-cars-gurgaon-10184991769,2022-10-24
Maruti XL6,Maruti,Xl6,New Delhi,2019,Petrol,15561,1,Manual,SUV,New Delhi-Pns,False,Delhi,Delhi,9688,66000,1040000,https://www.cars24.com/buy-used-maruti-xl6-2019-cars-new-delhi-10090577794,2022-11-04
Hyundai AURA,Hyundai,Aura,Pune,2020,Petrol + Cng,44789,1,Manual,Sedan,Pune-Pns,False,Pune,Maharashtra,9688,-301,814000,https://www.cars24.com/buy-used-hyundai-aura-2020-cars-pune-10650376757,2022-12-08
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Patna,2013,Petrol,47526,2,Manual,Hatchback,Hi-Central Patna,False,Patna,Bihar,9688,22400,285499,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-patna-14469499706,2022-09-23
Hyundai Elite i20,Hyundai,Elite I20,Lucknow,2018,Petrol,25724,1,Manual,Hatchback,Lucknow-Pns,False,Lucknow,Uttar Pradesh,13898,42800,581000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-lucknow-13240097715,2022-07-12
Toyota Innova Crysta,Toyota,Innova Crysta,New Delhi,2017,Diesel,85182,1,Automatic,SUV,New Delhi-Pns,False,Faridabad,Haryana,19407,96000,1721000,https://www.cars24.com/buy-used-toyota-innova-crysta-2017-cars-new-delhi-10010772797,2022-11-10
Maruti Ciaz,Maruti,Ciaz,Nagpur,2016,Diesel,88735,1,Manual,Sedan,Hi-Nagpur,True,Nagpur,Maharashtra,13898,71900,626000,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-nagpur-1239322444,2021-08-10
Volkswagen Polo,Volkswagen,Polo,New Delhi,2021,Petrol,13408,1,Manual,Hatchback,Hi-Noida Outer,False,Delhi,Delhi,12188,122600,843000,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-new-delhi-10563371794,2022-10-23
Volkswagen Ameo,Volkswagen,Ameo,Noida,2017,Diesel,42382,1,Automatic,Sedan,Hi-Uttam Nagar Delhi,False,New Delhi,Delhi,12188,50800,578000,https://www.cars24.com/buy-used-volkswagen-ameo-2017-cars-noida-10082399774,2022-07-08
Volkswagen Ameo,Volkswagen,Ameo,Kochi,2016,Petrol,22434,1,Manual,Sedan,Hi-Kochi North,False,Aluva,Kerala,9688,30900,450199,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-kochi-13070194765,2022-10-02
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2015,Petrol,66626,1,Manual,Hatchback,Hi-East Delhi,False,Delhi,Delhi,13898,-400,482000,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-new-delhi-10071077753,2022-12-08
Honda City,Honda,City,Surat,2013,Petrol,85916,1,Manual,Sedan,Hi-Adajan,False,Surat,Gujarat,13898,55999,463000,https://www.cars24.com/buy-used-honda-city-2013-cars-surat-13556399710,2022-08-02
Maruti Alto 800,Maruti,Alto 800,Rajkot,2017,Petrol,97842,1,Manual,Hatchback,Hi-West-Amd,False,Bharuch,Gujarat,9688,-24600,328000,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-rajkot-11487090763,2022-09-25
Maruti Ciaz,Maruti,Ciaz,New Delhi,2019,Petrol,70019,1,Manual,Sedan,New Delhi-Pns,False,Shahjahanpur,Uttar Pradesh,9688,5000,780000,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-new-delhi-10098875751,2022-12-08
Renault Duster,Renault,Duster,Mumbai,2018,Petrol + Cng,34396,1,Automatic,SUV,Mumbai-Pns,False,Mumbai,Maharashtra,9688,-100,734000,https://www.cars24.com/buy-used-renault-duster-2018-cars-mumbai-10356272794,2022-12-07
Maruti Ciaz,Maruti,Ciaz,New Delhi,2017,Diesel,56700,1,Manual,Sedan,New Delhi-Pns,False,New Delhi,Delhi,13898,70700,614499,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-new-delhi-1008544661,2022-06-29
Maruti Alto,Maruti,Alto,Pune,2021,Petrol + Cng,37228,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Dombivali,Maharashtra,9688,19800,543000,https://www.cars24.com/buy-used-maruti-alto-2021-cars-pune-10306676717,2022-12-05
Maruti Dzire,Maruti,Dzire,Gurgaon,2020,Petrol,44629,1,Manual,Sedan,Hi-Gurgaon New,False,Mahendragarh,Haryana,13898,10000,597000,https://www.cars24.com/buy-used-maruti-dzire-2020-cars-gurgaon-10169977796,2022-11-24
Maruti S Cross,Maruti,S Cross,Chennai,2018,Diesel,39649,1,Manual,SUV,Chennai-Pns,False,Chennai,Tamil Nadu,9688,17800,777000,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-chennai-11313675799,2022-10-31
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Faridabad,2017,Petrol,26529,1,Manual,Hatchback,Hi-Multan Nagar,False,Faridabad,Haryana,12542,12000,397000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-faridabad-11093196732,2022-10-01
Volkswagen Polo,Volkswagen,Polo,Faridabad,2015,Petrol,47302,2,Manual,Hatchback,Hi-Bata Chowk,False,Gurgaon,Haryana,13898,-1100,454000,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-faridabad-11004370795,2022-11-26
Mahindra Scorpio,Mahindra,Scorpio,Noida,2020,Diesel,56696,1,Manual,SUV,Vibhuti Khand - Gomti Nagar,False,Lucknow,Uttar Pradesh,9688,235900,1479000,https://www.cars24.com/buy-used-mahindra-scorpio-2020-cars-noida-13201697724,2022-08-12
Maruti Baleno,Maruti,Baleno,Noida,2018,Petrol,48173,1,Automatic,Hatchback,Noida Extension,False,Ghaziabad,Uttar Pradesh,13898,-200,579000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-noida-10575271754,2022-12-08
Maruti Ciaz,Maruti,Ciaz,Mumbai,2019,Petrol,14738,1,Manual,Sedan,Hi-West Mumbai,False,Mumbai,Maharashtra,13898,-300,720000,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-mumbai-10334774719,2022-12-08
Maruti Vitara Brezza,Maruti,Vitara Brezza,New Delhi,2021,Petrol,10191,1,Manual,SUV,Hi-Uttam Nagar Delhi,False,New Delhi,Delhi,9688,95900,951000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-new-delhi-10041973790,2022-10-06
Jaguar XF,Jaguar,Xf,New Delhi,2013,Diesel,29159,2,Automatic,Luxury Sedan,Rdc Ghaziabad,False,Delhi,Delhi,19407,44000,1506000,https://www.cars24.com/buy-used-jaguar-xf-2013-cars-new-delhi-1128366066,2022-06-05
Hyundai VENUE,Hyundai,Venue,Noida,2021,Petrol,29056,1,Manual,SUV,New Delhi-Pns,False,Gurgaon,Haryana,9688,40000,791000,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-noida-10083571791,2022-10-19
MG HECTOR,Mg,Hector,Ludhiana,2019,Petrol,40223,2,Automatic,SUV,Hi-Pratap Chowk,False,Ludhiana,Punjab,13898,161600,1365000,https://www.cars24.com/buy-used-mg-hector-2019-cars-ludhiana-12937396714,2022-06-17
Volkswagen Polo,Volkswagen,Polo,New Delhi,2015,Petrol,34266,1,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,9688,-100,525000,https://www.cars24.com/buy-used-volkswagen-polo-2015-cars-new-delhi-10080577773,2022-12-06
KIA SELTOS,Kia,Seltos,Bangalore,2019,Petrol,35854,1,Manual,SUV,Hi-North 1 Bengaluru,False,Bangalore K R Puram,Karnataka,13898,63800,1177000,https://www.cars24.com/buy-used-kia-seltos-2019-cars-bangalore-10221297768,2022-09-24
Maruti Dzire,Maruti,Dzire,Nashik,2019,Diesel,64275,2,Manual,Sedan,Mumbai Naka,False,Nashik,Maharashtra,13898,19900,869299,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-nashik-12496690722,2022-09-06
Tata NEXON,Tata,Nexon,New Delhi,2018,Petrol,27587,1,Manual,SUV,Hi-South West Delhi,False,Delhi,Delhi,9688,5300,687800,https://www.cars24.com/buy-used-tata-nexon-2018-cars-new-delhi-10049976757,2022-11-29
Hyundai Grand i10,Hyundai,Grand I10,Ghaziabad,2016,Petrol,25931,1,Manual,Hatchback,Hi-Ghaziabad,False,Ghaziabad,Uttar Pradesh,9688,0,469799,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-ghaziabad-11254276716,2022-12-08
Maruti Baleno,Maruti,Baleno,New Delhi,2017,Petrol,41029,1,Manual,Hatchback,New Delhi-Pns,False,Faridabad,Haryana,13898,61600,504699,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-new-delhi-10052398744,2022-09-24
Maruti Alto,Maruti,Alto,Gurgaon,2021,Petrol,14121,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,9688,5000,362000,https://www.cars24.com/buy-used-maruti-alto-2021-cars-gurgaon-10125779753,2022-12-08
Maruti Baleno,Maruti,Baleno,New Delhi,2018,Petrol,41612,2,Manual,Hatchback,Rasoma Square,False,Delhi,Delhi,13898,48200,510000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-new-delhi-12851694799,2022-06-10
Hyundai VENUE,Hyundai,Venue,Rohtak,2020,Petrol,30227,2,Manual,SUV,Hi-Rewari,False,Rewari,Haryana,12542,55500,867000,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-rohtak-29634297708,2022-09-24
Honda Amaze,Honda,Amaze,Surat,2017,Diesel,62386,2,Manual,Sedan,Hi-Adajan,False,Surat,Gujarat,13898,5200,476800,https://www.cars24.com/buy-used-honda-amaze-2017-cars-surat-13502073710,2022-12-03
Hyundai Elite i20,Hyundai,Elite I20,New Delhi,2017,Petrol + Cng,89784,1,Manual,Hatchback,Hi-South Gurgaon,False,Gurgaon,Haryana,13898,-5100,624000,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-new-delhi-10161791763,2022-10-23
Tata Tiago,Tata,Tiago,Nashik,2018,Petrol,53668,1,Manual,Hatchback,Mumbai Naka,False,Nashik,Maharashtra,9688,-17700,419000,https://www.cars24.com/buy-used-tata-tiago-2018-cars-nashik-12400771778,2022-12-02
Maruti Ciaz,Maruti,Ciaz,Chennai,2022,Petrol,29713,1,Manual,Sedan,Hi-Chennai,False,Chennai,Tamil Nadu,12188,-500,1101000,https://www.cars24.com/buy-used-maruti-ciaz-2022-cars-chennai-11384479756,2022-12-08
Maruti Vitara Brezza,Maruti,Vitara Brezza,Rajkot,2020,Petrol,40741,1,Manual,SUV,Ahmedabad-Pns,False,Gandhi Nagar,Gujarat,9688,-100,878000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-rajkot-11420179772,2022-11-07
Maruti Vitara Brezza,Maruti,Vitara Brezza,Rohtak,2017,Diesel,90969,1,Manual,SUV,Hi-South Gurgaon,False,New Delhi,Delhi,13898,53000,672000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-rohtak-1010664564,2022-06-06
Maruti Swift Dzire,Maruti,Swift Dzire,Mumbai,2012,Petrol,44599,1,Manual,Sedan,Hi-West Mumbai,False,Mumbai,Maharashtra,13898,8500,388000,https://www.cars24.com/buy-used-maruti-swift-dzire-2012-cars-mumbai-10316672795,2022-11-10
