name,make,model,city,year,fueltype,kilometerdriven,ownernumber,transmission,bodytype,storename,isc24assured,registrationcity,registrationstate,benefits,discountprice,price,url,createdDate
KIA SONET,Kia,Sonet,Bangalore,2020,Petrol,13269,1,,,Hi-East 2 Bengaluru,False,Bangalore Central,Karnataka,12542,158100,1284000,https://www.cars24.com/buy-used-kia-sonet-2020-cars-bangalore-10205696708,2022-09-11
Renault TRIBER,Renault,Triber,Chennai,2021,Petrol,13321,1,,,Hi-Chennai,False,Chennai,Tamil Nadu,9688,22500,624000,https://www.cars24.com/buy-used-renault-triber-2021-cars-chennai-11385778799,2022-10-30
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Panchkula,2013,Petrol,78614,2,Manual,Hatchback,Hi-Sector 5 Panchkula,False,Chandigarh,Chandigarh,9688,11200,297300,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-panchkula-14863493742,2022-09-17
Hyundai Verna,Hyundai,Verna,Noida,2014,Petrol,42229,2,Manual,Sedan,New Delhi-Pns,False,New Delhi,Delhi,13898,7000,531000,https://www.cars24.com/buy-used-hyundai-verna-2014-cars-noida-10066396748,2022-11-05
Hyundai Xcent,Hyundai,Xcent,Bangalore,2017,Petrol,14566,1,Manual,Sedan,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,13898,-41000,655000,https://www.cars24.com/buy-used-hyundai-xcent-2017-cars-bangalore-10230794747,2022-11-04
BMW 3 Series,Bmw,3 Series,Chandigarh,2013,Diesel,153524,3,Automatic,Luxury Sedan,Mohali Store,True,Chandigarh,Chandigarh,19407,125600,1082000,https://www.cars24.com/buy-used-bmw-3-series-2013-cars-chandigarh-1093922549,2021-07-01
Hyundai Elite i20,Hyundai,Elite I20,Kolkata,2015,Petrol,40849,1,Manual,Hatchback,Hi-North Kolkata,False,Kolkata,West Bengal,13898,26700,466000,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-kolkata-11976797757,2022-08-11
Maruti Swift,Maruti,Swift,Panipat,2012,Petrol,14105,1,Manual,Hatchback,Hi-Gurgaon New,False,Gurgaon,Haryana,13898,-4100,388000,https://www.cars24.com/buy-used-maruti-swift-2012-cars-panipat-10160795768,2022-10-07
Hyundai VENUE,Hyundai,Venue,Bangalore,2020,Petrol,24354,1,Automatic,SUV,Hi-East 2 Bengaluru,False,Electronic City,Karnataka,12542,119600,1156000,https://www.cars24.com/buy-used-hyundai-venue-2020-cars-bangalore-10272896765,2022-10-13
MG HECTOR,Mg,Hector,Nagpur,2019,Petrol,35246,1,Automatic,SUV,Ashok Square,False,Nagpur,Maharashtra,13898,89200,1499000,https://www.cars24.com/buy-used-mg-hector-2019-cars-nagpur-12381798772,2022-06-19
Honda Brio,Honda,Brio,Pune,2012,Petrol,48611,2,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,13898,15900,299000,https://www.cars24.com/buy-used-honda-brio-2012-cars-pune-10623693726,2022-09-20
Skoda Rapid,Skoda,Rapid,Ahmedabad,2018,Diesel,94509,1,Manual,Sedan,Hi-West-Amd,False,Bavla,Gujarat,13898,-18900,723000,https://www.cars24.com/buy-used-skoda-rapid-2018-cars-ahmedabad-11474272774,2022-11-17
Maruti Dzire,Maruti,Dzire,Kolkata,2019,Petrol,8087,1,Manual,Sedan,Hi-North Kolkata,False,Barasat,West Bengal,9688,44900,658000,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-kolkata-11958793735,2022-08-07
Hyundai Creta,Hyundai,Creta,Mumbai,2016,Petrol,69669,1,Automatic,SUV,Hi-Ucd Mumbai,False,Mumbai,Maharashtra,19407,84100,868899,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-mumbai-10335993742,2022-09-27
Hyundai Creta,Hyundai,Creta,Bangalore,2018,Petrol,45430,1,Automatic,SUV,Hi-East 1 Bengaluru,False,Bengaluru,Karnataka,9688,110400,1284000,https://www.cars24.com/buy-used-hyundai-creta-2018-cars-bangalore-10280371796,2022-10-27
Hyundai Creta,Hyundai,Creta,New Delhi,2016,Petrol,41910,1,Manual,SUV,Hi-Ghaziabad,False,New Delhi,Delhi,19407,-12800,924000,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-new-delhi-11247375793,2022-10-09
Hyundai Elite i20,Hyundai,Elite I20,Nagpur,2018,Petrol,43188,1,Manual,Hatchback,Mumbai-Pns,False,Thane,Maharashtra,13898,18200,688000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-nagpur-10398195709,2022-10-15
Maruti Baleno,Maruti,Baleno,Chennai,2019,Petrol,23036,1,Manual,Hatchback,Hi-Chennai Central,False,Chennai,Tamil Nadu,13898,57000,649000,https://www.cars24.com/buy-used-maruti-baleno-2019-cars-chennai-11373291709,2022-09-27
Hyundai Creta,Hyundai,Creta,Mumbai,2017,Petrol,27180,1,Automatic,SUV,Hi-Andheri East,False,Mumbai West,Maharashtra,9688,86400,1023000,https://www.cars24.com/buy-used-hyundai-creta-2017-cars-mumbai-10396694769,2022-10-06
Maruti Swift,Maruti,Swift,Hyderabad,2018,Petrol,80289,1,Manual,Hatchback,Hi-West 2 Hyd,False,Hyderabad,Telangana,13898,18500,670000,https://www.cars24.com/buy-used-maruti-swift-2018-cars-hyderabad-10441598743,2022-09-10
Tata NEXON,Tata,Nexon,Chandigarh,2019,Petrol,24622,1,Manual,SUV,Hi-Sector 40 D,False,Ambala,Haryana,13898,19300,751000,https://www.cars24.com/buy-used-tata-nexon-2019-cars-chandigarh-11639779773,2022-11-05
Honda City,Honda,City,Bangalore,2014,Petrol,59119,2,Manual,Sedan,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,11100,598000,https://www.cars24.com/buy-used-honda-city-2014-cars-bangalore-10205475770,2022-11-09
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,Jaipur,2021,Petrol,9288,1,,,Hi-Tonk Road,False,Jaipur,Rajasthan,9688,57400,1270000,https://www.cars24.com/buy-used-mahindra-xuv-3oo-2021-cars-jaipur-10793170796,2022-10-15
Tata ALTROZ,Tata,Altroz,Ludhiana,2020,Petrol,48164,2,,,Hi-Pratap Chowk,False,Ludhiana,Punjab,9688,0,566000,https://www.cars24.com/buy-used-tata-altroz-2020-cars-ludhiana-12961299769,2022-10-06
Maruti Dzire,Maruti,Dzire,Hyderabad,2017,Petrol,54379,2,Manual,Sedan,Hi-East 2 Hyd,False,Hyderabad,Telangana,13898,10100,636000,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-hyderabad-10466094720,2022-08-29
Mahindra XUV500,Mahindra,Xuv500,Noida,2017,Diesel,91696,1,Automatic,SUV,Hi-Multan Nagar,False,Gurgaon,Haryana,19407,102600,1028000,https://www.cars24.com/buy-used-mahindra-xuv500-2017-cars-noida-1012350563,2022-05-18
Hyundai Creta,Hyundai,Creta,Lucknow,2019,Petrol,22050,1,Manual,SUV,Hi-Vibhuti Khand,False,Lucknow,Uttar Pradesh,9688,48400,1098000,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-lucknow-13232997709,2022-09-23
Ford Ecosport,Ford,Ecosport,Kochi,2016,Petrol,55951,2,Manual,SUV,Hi-Kochi South,False,Cherthala,Kerala,13898,26900,559000,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-kochi-13026674791,2022-10-29
Hyundai Xcent,Hyundai,Xcent,Indore,2014,Petrol,74453,2,Manual,Sedan,Hi-Bhopal,False,Bhopal,Madhya Pradesh,13898,-3000,421000,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-indore-14698179779,2022-11-11
Renault Kwid,Renault,Kwid,New Delhi,2022,Petrol,7159,1,Automatic,Hatchback,Dwarka Sec-17A,False,Bahadurgarh,Haryana,12542,14600,479000,https://www.cars24.com/buy-used-renault-kwid-2022-cars-new-delhi-10126177715,2022-11-26
Ford Ecosport,Ford,Ecosport,Hyderabad,2018,Diesel,70310,1,Manual,SUV,Hi-Central Hyd,False,Hyderabad,Telangana,13898,7800,852000,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-hyderabad-10442776795,2022-11-09
Honda Amaze,Honda,Amaze,Coimbatore,2016,Petrol,32484,1,Manual,Sedan,Hi-Chennai North,False,Chennai,Tamil Nadu,13898,13100,554000,https://www.cars24.com/buy-used-honda-amaze-2016-cars-coimbatore-10973790746,2022-09-11
Honda Jazz,Honda,Jazz,Gurgaon,2015,Petrol,34185,1,Manual,Hatchback,Hi-Gurgaon,False,Gurgaon,Haryana,13898,-12200,491000,https://www.cars24.com/buy-used-honda-jazz-2015-cars-gurgaon-10145997769,2022-10-17
Maruti Vitara Brezza,Maruti,Vitara Brezza,Chennai,2019,Diesel,69964,1,Automatic,SUV,Hi-Chennai South,False,Chennai,Tamil Nadu,13898,86500,861000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-chennai-11391090727,2022-08-13
Volkswagen Ameo,Volkswagen,Ameo,Mumbai,2016,Petrol,64432,2,Manual,Sedan,Hi-Thane West - Manpada,False,Panvel,Maharashtra,9688,26500,460000,https://www.cars24.com/buy-used-volkswagen-ameo-2016-cars-mumbai-10332390765,2022-10-15
Volkswagen Vento,Volkswagen,Vento,Ahmedabad,2019,Diesel,78096,1,Manual,Sedan,Hi-West-Amd,False,Gandhinagar,Gujarat,13898,23000,847000,https://www.cars24.com/buy-used-volkswagen-vento-2019-cars-ahmedabad-11437171757,2022-11-26
Maruti Ciaz,Maruti,Ciaz,Surat,2018,Petrol,52366,1,Manual,Sedan,Surat-Pns,False,Surat,Gujarat,13898,8000,745000,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-surat-13529870778,2022-11-16
Maruti Baleno,Maruti,Baleno,New Delhi,2018,Petrol,24270,1,,,Hi-Multan Nagar,False,New Delhi,Delhi,13898,-3800,578000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-new-delhi-10041475799,2022-11-21
Hyundai Creta,Hyundai,Creta,Ludhiana,2019,Petrol,22707,1,Automatic,SUV,Ludhiana-Pns,False,Ludhiana,Punjab,19407,56700,1322200,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-ludhiana-11671371772,2022-11-14
Renault Kiger,Renault,Kiger,Bangalore,2022,Petrol,2656,1,,,Hi-North 2 Bengaluru,False,Bengaluru,Karnataka,9688,40000,827000,https://www.cars24.com/buy-used-renault-kiger-2022-cars-bangalore-10276394705,2022-09-24
Skoda Rapid,Skoda,Rapid,Mumbai,2019,Petrol,16826,1,Automatic,Sedan,Hi-Worli,False,Mumbai East,Maharashtra,12188,72800,908000,https://www.cars24.com/buy-used-skoda-rapid-2019-cars-mumbai-10314593769,2022-10-06
Maruti Baleno,Maruti,Baleno,Surat,2018,Petrol,92168,1,Manual,Hatchback,Surat-Pns,False,Navsari,Gujarat,13898,22800,576000,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-surat-13555695756,2022-07-25
Maruti Dzire,Maruti,Dzire,Patna,2019,Petrol,13040,1,Manual,Sedan,Hi-Central Patna,False,Patna,Bihar,13898,28100,685000,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-patna-14487795728,2022-08-12
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Bangalore,2016,Petrol,80760,1,Manual,Hatchback,Hi-South 2 Bengaluru,False,Bengaluru,Karnataka,12542,23900,393000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-bangalore-10215593720,2022-08-25
Hyundai Creta,Hyundai,Creta,Bangalore,2019,Petrol,27139,1,Automatic,SUV,Hi-East 1 Bengaluru,False,Honavar,Karnataka,19407,89500,1372000,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-bangalore-10269672778,2022-10-29
Maruti Ciaz,Maruti,Ciaz,Gurgaon,2018,Diesel,82500,2,Manual,Sedan,Hero Honda Chowk,False,Gurgaon,Haryana,9688,-16800,728000,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-gurgaon-10167979778,2022-11-16
Hyundai Grand i10,Hyundai,Grand I10,Jaipur,2020,Petrol,51330,1,Manual,Hatchback,Jaipur-Pns,False,Nagaur,Rajasthan,13898,-13000,544000,https://www.cars24.com/buy-used-hyundai-grand-i10-2020-cars-jaipur-10743375771,2022-11-07
MG HECTOR,Mg,Hector,Mumbai,2019,Petrol,33894,2,Automatic,SUV,Mumbai-Pns,False,Mumbai,Maharashtra,13898,116800,1508000,https://www.cars24.com/buy-used-mg-hector-2019-cars-mumbai-10350195751,2022-07-18
Maruti Alto K10,Maruti,Alto K10,New Delhi,2018,Petrol,38983,1,Manual,Hatchback,Hi-South Delhi,False,New Delhi,Delhi,12542,-100,354000,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-new-delhi-10017891743,2022-12-07
Tata Tiago,Tata,Tiago,Mumbai,2020,Petrol,7548,1,Manual,Hatchback,Hi-West Mumbai,False,Mumbai,Maharashtra,13898,10000,567000,https://www.cars24.com/buy-used-tata-tiago-2020-cars-mumbai-10344475712,2022-11-26
Tata Harrier,Tata,Harrier,Gurgaon,2019,Diesel,31328,2,Manual,SUV,New Delhi-Pns,False,Delhi,Delhi,19407,121400,1243400,https://www.cars24.com/buy-used-tata-harrier-2019-cars-gurgaon-10080177790,2022-10-18
Hyundai Elite i20,Hyundai,Elite I20,Bangalore,2020,Petrol,30960,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,20800,820000,https://www.cars24.com/buy-used-hyundai-elite-i20-2020-cars-bangalore-10225978719,2022-11-12
Hyundai i10,Hyundai,I10,Ahmedabad,2014,Petrol,84086,3,Manual,Hatchback,Hi-West-Amd,False,Ahmedabad,Gujarat,9688,12000,307000,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-ahmedabad-11482399766,2022-10-07
Maruti Baleno,Maruti,Baleno,New Delhi,2021,Petrol,16910,1,,,Hi-North West,False,New Delhi,Delhi,9688,21800,722000,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-new-delhi-10025771770,2022-11-04
Tata TIGOR,Tata,Tigor,Ahmedabad,2022,Petrol + Cng,10396,1,,,Hi-Vastral Ring Road,False,Ahmedabad,Gujarat,9688,17600,808000,https://www.cars24.com/buy-used-tata-tigor-2022-cars-ahmedabad-11470871713,2022-11-29
Tata NEXON,Tata,Nexon,Pune,2021,Diesel,36641,1,Manual,SUV,Hi-Pune,False,Pune,Maharashtra,12188,86600,1076000,https://www.cars24.com/buy-used-tata-nexon-2021-cars-pune-10671497769,2022-10-13
Maruti Eeco,Maruti,Eeco,Bangalore,2017,Petrol,40904,2,Manual,SUV,Hi-South 1 Bengaluru,False,Bengaluru,Karnataka,9688,22300,428000,https://www.cars24.com/buy-used-maruti-eeco-2017-cars-bangalore-10233592768,2022-10-13
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Rajkot,2018,Petrol,48998,1,Manual,Hatchback,Hi-Vastral Ring Road,False,Ahmedabad,Gujarat,12542,-7900,459000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-rajkot-11445473774,2022-11-10
KIA SELTOS,Kia,Seltos,Mysore,2020,Petrol,29767,1,Manual,SUV,Hi-Vijayanagar,False,Mysore,Karnataka,13898,17800,1280000,https://www.cars24.com/buy-used-kia-seltos-2020-cars-mysore-11102991763,2022-10-05
Volkswagen Polo,Volkswagen,Polo,Kolkata,2021,Petrol,11068,3,Automatic,Hatchback,Hi-Kolkata,False,South 24 Parganas,West Bengal,12542,162700,849000,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-kolkata-11931090701,2022-09-13
Hyundai Xcent,Hyundai,Xcent,Rajkot,2016,Petrol,29543,2,Manual,Sedan,Hi-West-Amd,False,Ahmedabad,Gujarat,13898,41500,484000,https://www.cars24.com/buy-used-hyundai-xcent-2016-cars-rajkot-11491191757,2022-07-07
Maruti Baleno,Maruti,Baleno,New Delhi,2021,Petrol,8212,1,Manual,Hatchback,Dwarka Sector 6,False,Delhi,Delhi,9688,39000,757000,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-new-delhi-10087978757,2022-11-30
Maruti Alto K10,Maruti,Alto K10,Patna,2019,Petrol,29359,1,Manual,Hatchback,Shaguna More,False,Patna,Bihar,12542,5000,371000,https://www.cars24.com/buy-used-maruti-alto-k10-2019-cars-patna-14430391768,2022-10-13
Hyundai Verna,Hyundai,Verna,Bangalore,2021,Petrol,2385,1,Manual,Sedan,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,-200,1270000,https://www.cars24.com/buy-used-hyundai-verna-2021-cars-bangalore-10234678793,2022-10-22
Hyundai i10,Hyundai,I10,Kochi,2009,Petrol,85169,2,Manual,Hatchback,Edapally,True,Ernakulam,Kerala,13898,23700,184000,https://www.cars24.com/buy-used-hyundai-i10-2009-cars-kochi-1303172344,2021-10-27
Renault Kwid,Renault,Kwid,New Delhi,2019,Petrol,7124,1,Manual,Hatchback,New Delhi-Pns,False,New Delhi,Delhi,12542,-8300,387000,https://www.cars24.com/buy-used-renault-kwid-2019-cars-new-delhi-10084894762,2022-11-09
Renault Kwid,Renault,Kwid,Chandigarh,2019,Petrol,38404,1,Manual,Hatchback,Chandigarh-Pns,False,Kaithal,Haryana,12542,-22600,375000,https://www.cars24.com/buy-used-renault-kwid-2019-cars-chandigarh-11642276791,2022-11-14
Maruti Alto 800,Maruti,Alto 800,Rajkot,2018,Petrol,40456,1,Manual,Hatchback,Nanavati Chowk,False,Rajkot,Gujarat,12542,-5100,305000,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-rajkot-15099273718,2022-12-01
Maruti Alto K10,Maruti,Alto K10,Hyderabad,2013,Petrol,64143,1,Manual,Hatchback,Hi-West Hyd,False,Hyderabad,Telangana,9688,5000,269000,https://www.cars24.com/buy-used-maruti-alto-k10-2013-cars-hyderabad-10481071794,2022-10-15
Mahindra XUV 3OO,Mahindra,Xuv 3Oo,Mumbai,2021,Petrol,9814,1,,,Hi-Worli,False,Mumbai,Maharashtra,13898,83100,936000,https://www.cars24.com/buy-used-mahindra-xuv-3oo-2021-cars-mumbai-10365694775,2022-05-26
Volkswagen Vento,Volkswagen,Vento,Bangalore,2016,Petrol,41836,2,Automatic,Sedan,Hi-North 3 Bengaluru,False,Bengaluru,Karnataka,13898,18200,846000,https://www.cars24.com/buy-used-volkswagen-vento-2016-cars-bangalore-10250490739,2022-08-21
Tata NEXON,Tata,Nexon,Jaipur,2021,Diesel,64514,1,Manual,SUV,Jaipur-Pns,False,Jaipur,Rajasthan,12188,24200,1267000,https://www.cars24.com/buy-used-tata-nexon-2021-cars-jaipur-10766377774,2022-11-08
Hyundai Creta,Hyundai,Creta,Hyderabad,2016,Diesel,96615,1,Manual,SUV,Hi-West 2 Hyd,False,Hyderabad,Telangana,19407,43300,952000,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-hyderabad-10454973791,2022-11-09
Maruti Baleno,Maruti,Baleno,Bangalore,2017,Petrol,55819,2,Manual,Hatchback,Hi-South 3 Bengaluru,False,Bangalore Central,Karnataka,13898,18100,616000,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-bangalore-10281798747,2022-09-05
Maruti Dzire,Maruti,Dzire,Kolkata,2019,Petrol,25144,1,Manual,Sedan,Hi-South Kolkata,False,Kolkata,West Bengal,13898,97200,561000,https://www.cars24.com/buy-used-maruti-dzire-2019-cars-kolkata-11906795746,2022-09-08
Hyundai Elite i20,Hyundai,Elite I20,Ahmedabad,2017,Petrol,29237,1,Manual,Hatchback,Ahmedabad-Pns,False,Vadodara,Gujarat,9688,-10600,620000,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-ahmedabad-11465876796,2022-10-22
Maruti Ciaz,Maruti,Ciaz,Noida,2015,Petrol,75823,1,Manual,Sedan,Hi-Noida,False,Noida,Uttar Pradesh,13898,25000,538000,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-noida-10564270799,2022-11-20
Renault Pulse,Renault,Pulse,Bangalore,2014,Diesel,77064,2,Manual,Hatchback,Bengaluru-Pns,False,Mysore,Karnataka,13898,24100,380000,https://www.cars24.com/buy-used-renault-pulse-2014-cars-bangalore-10214198750,2022-08-23
Honda WR-V,Honda,Wr-V,Chandigarh,2017,Petrol,61297,1,Manual,SUV,Hi-Mohali Store,False,Mohali,Punjab,9688,11000,625000,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-chandigarh-10975599708,2022-10-13
Volkswagen Polo,Volkswagen,Polo,Pune,2018,Petrol,32262,1,Manual,Hatchback,Hi-Pune,False,Pune,Maharashtra,9688,16900,697000,https://www.cars24.com/buy-used-volkswagen-polo-2018-cars-pune-10681875714,2022-11-12
Maruti Celerio,Maruti,Celerio,Hyderabad,2017,Petrol,79318,1,Automatic,Hatchback,Hi-West Hyd,False,Hyderabad,Telangana,12542,5000,474000,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10482298705,2022-09-27
Honda WR-V,Honda,Wr-V,Chennai,2017,Petrol,66339,1,Manual,SUV,Hi-Chennai South,False,Chennai,Tamil Nadu,13898,26100,709000,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-chennai-11382297744,2022-09-08
Maruti Wagon R 1.0,Maruti,Wagon R 1.0,Kolkata,2014,Petrol,31315,2,Manual,Hatchback,Hi-North Kolkata,False,Bardhaman,West Bengal,12542,47600,326000,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-kolkata-11978796748,2022-09-04
Hyundai Elite i20,Hyundai,Elite I20,Hyderabad,2017,Petrol,69816,1,Manual,Hatchback,Hi-West Hyd,False,Hyderabad,Telangana,13898,22400,618000,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-hyderabad-10458199760,2022-09-29
Hyundai NEW SANTRO,Hyundai,New Santro,Kolkata,2020,Petrol,4404,1,Manual,Hatchback,Hi-Barasat,False,Barasat,West Bengal,13898,37500,441000,https://www.cars24.com/buy-used-hyundai-new-santro-2020-cars-kolkata-28619598709,2022-10-01
Hyundai Grand i10,Hyundai,Grand I10,Nashik,2017,Petrol,20370,2,Manual,Hatchback,Mumbai-Pns,False,Kalyan,Maharashtra,13898,27100,466000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-nashik-10377099787,2022-07-13
Hyundai i10,Hyundai,I10,Bangalore,2012,Petrol,96600,1,Manual,Hatchback,Hi-South 1 Bengaluru,False,Bengaluru,Karnataka,9688,5000,320000,https://www.cars24.com/buy-used-hyundai-i10-2012-cars-bangalore-10279572772,2022-10-29
Datsun Redi Go,Datsun,Redi Go,Hyderabad,2017,Petrol,97419,2,Manual,Hatchback,Hyderabad-Pns,False,Hyderabad,Telangana,9688,-100,299000,https://www.cars24.com/buy-used-datsun-redi-go-2017-cars-hyderabad-10448770796,2022-10-30
Tata Tiago,Tata,Tiago,Nashik,2020,Petrol,9694,1,Manual,Hatchback,Mumbai Naka,False,Nashik,Maharashtra,9688,23400,666000,https://www.cars24.com/buy-used-tata-tiago-2020-cars-nashik-12413096781,2022-08-23
Maruti Ciaz,Maruti,Ciaz,Nashik,2015,Petrol,79453,1,Manual,Sedan,Mumbai-Pns,False,Navi Mumbai,Maharashtra,13898,-41400,583000,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-nashik-10320276790,2022-12-01
Honda City,Honda,City,Hyderabad,2015,Petrol,71472,2,Manual,Sedan,Hi-West 2 Hyd,False,Hyderabad,Telangana,13898,7600,648000,https://www.cars24.com/buy-used-honda-city-2015-cars-hyderabad-10457895744,2022-11-05
Hyundai Elite i20,Hyundai,Elite I20,Jaipur,2018,Diesel,96746,3,Manual,Hatchback,Hi-Chitrakoot,False,Jaipur,Rajasthan,13898,0,702000,https://www.cars24.com/buy-used-hyundai-elite-i20-2018-cars-jaipur-10778070794,2022-11-15
Honda Amaze,Honda,Amaze,Pune,2014,Petrol,66498,1,Manual,Sedan,Hi-Pune,False,Pune,Maharashtra,13898,-5000,445000,https://www.cars24.com/buy-used-honda-amaze-2014-cars-pune-10617590764,2022-10-22
Maruti New  Wagon-R,Maruti,New  Wagon-R,Bangalore,2019,Petrol,3660,1,Manual,Hatchback,Hi-East 1 Bengaluru,False,Bengaluru,Karnataka,9688,15700,578000,https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-bangalore-10284974799,2022-10-18
Maruti Swift,Maruti,Swift,Bangalore,2017,Petrol,29087,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,13898,31900,629000,https://www.cars24.com/buy-used-maruti-swift-2017-cars-bangalore-10204799763,2022-09-29
Maruti Swift,Maruti,Swift,Howrah,2015,Petrol,24245,1,Manual,Hatchback,Hi-Howrah,False,Howrah,West Bengal,13898,63500,457899,https://www.cars24.com/buy-used-maruti-swift-2015-cars-howrah-12637793701,2022-09-09
Maruti Vitara Brezza,Maruti,Vitara Brezza,Bangalore,2017,Diesel,36290,2,Manual,SUV,Hi-North 1 Bengaluru,False,Bengaluru,Karnataka,9688,-36200,875000,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-bangalore-10237172710,2022-11-12
Hyundai VENUE,Hyundai,Venue,Mumbai,2019,Petrol,16049,1,Manual,SUV,Hi-Andheri East,False,Mumbai West,Maharashtra,12542,-7600,979000,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-mumbai-10328078773,2022-11-10
Honda Amaze,Honda,Amaze,Gurgaon,2016,Petrol,92323,1,Manual,Sedan,Hi-Gurgaon New,False,Noida,Uttar Pradesh,9688,14000,476000,https://www.cars24.com/buy-used-honda-amaze-2016-cars-gurgaon-10197979771,2022-11-16
Maruti Alto K10,Maruti,Alto K10,Mumbai,2018,Petrol,12870,1,Manual,Hatchback,Hi-Thane West - Manpada,False,Badlapur,Maharashtra,12542,36200,354000,https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-mumbai-1033216664,2022-05-21
Honda WR-V,Honda,Wr-V,New Delhi,2017,Petrol,59494,1,Manual,SUV,New Delhi-Pns,False,Gorakhpur,Uttar Pradesh,13898,-34700,714000,https://www.cars24.com/buy-used-honda-wr-v-2017-cars-new-delhi-10024471777,2022-11-18
Maruti Celerio,Maruti,Celerio,Bangalore,2019,Petrol,62555,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,52650,505000,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-bangalore-10268697725,2022-08-18
Hyundai Grand i10,Hyundai,Grand I10,Chennai,2017,Petrol,73499,2,Manual,Hatchback,Chennai-Pns,False,Chennai,Tamil Nadu,13898,5000,537000,https://www.cars24.com/buy-used-hyundai-grand-i10-2017-cars-chennai-11354679714,2022-11-24
Ford Ecosport,Ford,Ecosport,Hyderabad,2014,Petrol,83540,1,Manual,SUV,Hi-West Hyd,False,Hyderabad,Telangana,12542,34000,642000,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-hyderabad-1044954365,2022-04-15
Maruti Alto 800,Maruti,Alto 800,Hyderabad,2018,Petrol,67913,1,Manual,Hatchback,Hi-Central Hyd,False,Hyderabad,Telangana,12542,32600,298000,https://www.cars24.com/buy-used-maruti-alto-800-2018-cars-hyderabad-10409799771,2022-06-13
Honda Civic,Honda,Civic,Mumbai,2020,Petrol,47283,1,Automatic,Sedan,Hi-Premium Mumbai,False,Vasai,Maharashtra,19407,161500,1790000,https://www.cars24.com/buy-used-honda-civic-2020-cars-mumbai-10390192774,2022-07-02
Maruti Alto,Maruti,Alto,Bangalore,2022,Petrol,4812,1,Manual,Hatchback,Bengaluru-Pns,False,Bengaluru,Karnataka,9688,31000,442000,https://www.cars24.com/buy-used-maruti-alto-2022-cars-bangalore-10218690760,2022-09-23
